state,district,month,demo_age_5_17,demo_age_17_,dataset
Rajasthan,Dausa,2025-12,169,802,demographic
Rajasthan,Deeg,2025-01,2,25,demographic
Rajasthan,Deeg,2025-02,5,42,demographic
Rajasthan,Deeg,2025-03,4,40,demographic
Rajasthan,Deeg,2025-04,3,29,demographic
Rajasthan,Deeg,2025-05,5,42,demographic
Rajasthan,Deeg,2025-06,0,32,demographic
Rajasthan,Deeg,2025-07,2,28,demographic
Rajasthan,Deeg,2025-08,7,29,demographic
Rajasthan,Deeg,2025-09,2,13,demographic
Rajasthan,Deeg,2025-10,3,33,demographic
Rajasthan,Deeg,2025-11,2,40,demographic
Rajasthan,Deeg,2025-12,6,37,demographic
Rajasthan,Dhaulpur,2025-01,0,12,demographic
Rajasthan,Dhaulpur,2025-02,0,20,demographic
Rajasthan,Dhaulpur,2025-03,3,15,demographic
Rajasthan,Dhaulpur,2025-04,0,21,demographic
Rajasthan,Dhaulpur,2025-05,0,6,demographic
Rajasthan,Dhaulpur,2025-06,0,13,demographic
Rajasthan,Dhaulpur,2025-07,0,10,demographic
Rajasthan,Dhaulpur,2025-08,0,7,demographic
Rajasthan,Dhaulpur,2025-09,0,21,demographic
Rajasthan,Dhaulpur,2025-10,1,18,demographic
Rajasthan,Dhaulpur,2025-11,0,16,demographic
Rajasthan,Dhaulpur,2025-12,0,6,demographic
Rajasthan,Dholpur,2025-01,3108,32420,demographic
Rajasthan,Dholpur,2025-02,137,761,demographic
Rajasthan,Dholpur,2025-03,165,789,demographic
Rajasthan,Dholpur,2025-04,144,809,demographic
Rajasthan,Dholpur,2025-05,90,532,demographic
Rajasthan,Dholpur,2025-06,117,557,demographic
Rajasthan,Dholpur,2025-07,81,384,demographic
Rajasthan,Dholpur,2025-08,168,778,demographic
Rajasthan,Dholpur,2025-09,115,618,demographic
Rajasthan,Dholpur,2025-10,142,826,demographic
Rajasthan,Dholpur,2025-11,133,778,demographic
Rajasthan,Dholpur,2025-12,194,993,demographic
Rajasthan,Didwana Kuchaman,2025-01,0,6,demographic
Rajasthan,Didwana Kuchaman,2025-02,1,10,demographic
Rajasthan,Didwana Kuchaman,2025-03,0,17,demographic
Rajasthan,Didwana Kuchaman,2025-04,1,20,demographic
Rajasthan,Didwana Kuchaman,2025-05,1,10,demographic
Rajasthan,Didwana Kuchaman,2025-06,0,9,demographic
Rajasthan,Didwana Kuchaman,2025-07,2,8,demographic
Rajasthan,Didwana Kuchaman,2025-08,2,14,demographic
Rajasthan,Didwana Kuchaman,2025-09,1,11,demographic
Rajasthan,Didwana Kuchaman,2025-10,1,10,demographic
Rajasthan,Didwana Kuchaman,2025-11,4,20,demographic
Rajasthan,Didwana Kuchaman,2025-12,3,33,demographic
Rajasthan,Dungarpur,2025-01,792,42723,demographic
Rajasthan,Dungarpur,2025-02,115,1051,demographic
Rajasthan,Dungarpur,2025-03,117,1211,demographic
Rajasthan,Dungarpur,2025-04,79,772,demographic
Rajasthan,Dungarpur,2025-05,57,431,demographic
Rajasthan,Dungarpur,2025-06,65,602,demographic
Rajasthan,Dungarpur,2025-07,51,428,demographic
Rajasthan,Dungarpur,2025-08,113,975,demographic
Rajasthan,Dungarpur,2025-09,76,622,demographic
Rajasthan,Dungarpur,2025-10,109,1056,demographic
Rajasthan,Dungarpur,2025-11,103,998,demographic
Rajasthan,Dungarpur,2025-12,138,1140,demographic
Rajasthan,Ganganagar,2025-01,1627,23371,demographic
Rajasthan,Ganganagar,2025-02,83,709,demographic
Rajasthan,Ganganagar,2025-03,139,1043,demographic
Rajasthan,Ganganagar,2025-04,122,921,demographic
Rajasthan,Ganganagar,2025-05,62,632,demographic
Rajasthan,Ganganagar,2025-06,58,529,demographic
Rajasthan,Ganganagar,2025-07,37,302,demographic
Rajasthan,Ganganagar,2025-08,88,760,demographic
Rajasthan,Ganganagar,2025-09,67,601,demographic
Rajasthan,Ganganagar,2025-10,102,932,demographic
Rajasthan,Ganganagar,2025-11,123,824,demographic
Rajasthan,Ganganagar,2025-12,134,1036,demographic
Rajasthan,Hanumangarh,2025-01,2891,32711,demographic
Rajasthan,Hanumangarh,2025-02,94,680,demographic
Rajasthan,Hanumangarh,2025-03,92,751,demographic
Rajasthan,Hanumangarh,2025-04,96,717,demographic
Rajasthan,Hanumangarh,2025-05,72,606,demographic
Rajasthan,Hanumangarh,2025-06,75,617,demographic
Rajasthan,Hanumangarh,2025-07,36,373,demographic
Rajasthan,Hanumangarh,2025-08,120,858,demographic
Rajasthan,Hanumangarh,2025-09,49,279,demographic
Rajasthan,Hanumangarh,2025-10,103,761,demographic
Rajasthan,Hanumangarh,2025-11,144,842,demographic
Rajasthan,Hanumangarh,2025-12,137,777,demographic
Rajasthan,Jaipur,2025-01,10220,88682,demographic
Rajasthan,Jaipur,2025-02,364,2879,demographic
Rajasthan,Jaipur,2025-03,523,3896,demographic
Rajasthan,Jaipur,2025-04,353,3171,demographic
Rajasthan,Jaipur,2025-05,361,2815,demographic
Rajasthan,Jaipur,2025-06,327,2404,demographic
Rajasthan,Jaipur,2025-07,292,2500,demographic
Rajasthan,Jaipur,2025-08,474,3650,demographic
Rajasthan,Jaipur,2025-09,280,2125,demographic
Rajasthan,Jaipur,2025-10,458,3570,demographic
Rajasthan,Jaipur,2025-11,450,3537,demographic
Rajasthan,Jaipur,2025-12,604,4765,demographic
Rajasthan,Jaisalmer,2025-01,718,7507,demographic
Rajasthan,Jaisalmer,2025-02,30,181,demographic
Rajasthan,Jaisalmer,2025-03,35,271,demographic
Rajasthan,Jaisalmer,2025-04,32,260,demographic
Rajasthan,Jaisalmer,2025-05,31,196,demographic
Rajasthan,Jaisalmer,2025-06,26,217,demographic
Rajasthan,Jaisalmer,2025-07,30,110,demographic
Rajasthan,Jaisalmer,2025-08,31,232,demographic
Rajasthan,Jaisalmer,2025-09,32,173,demographic
Rajasthan,Jaisalmer,2025-10,25,238,demographic
Rajasthan,Jaisalmer,2025-11,18,137,demographic
Rajasthan,Jaisalmer,2025-12,42,303,demographic
Rajasthan,Jalor,2025-01,1168,26621,demographic
Rajasthan,Jalor,2025-02,82,694,demographic
Rajasthan,Jalor,2025-03,88,830,demographic
Rajasthan,Jalor,2025-04,63,746,demographic
Rajasthan,Jalor,2025-05,45,434,demographic
Rajasthan,Jalor,2025-06,73,554,demographic
Rajasthan,Jalor,2025-07,58,475,demographic
Rajasthan,Jalor,2025-08,58,598,demographic
Rajasthan,Jalor,2025-09,75,567,demographic
Rajasthan,Jalor,2025-10,87,962,demographic
Rajasthan,Jalor,2025-11,97,797,demographic
Rajasthan,Jalor,2025-12,93,1006,demographic
Rajasthan,Jalore,2025-01,2,27,demographic
Rajasthan,Jalore,2025-02,2,27,demographic
Rajasthan,Jalore,2025-03,1,44,demographic
Rajasthan,Jalore,2025-04,0,18,demographic
Rajasthan,Jalore,2025-05,0,21,demographic
Rajasthan,Jalore,2025-06,2,17,demographic
Rajasthan,Jalore,2025-07,1,22,demographic
Rajasthan,Jalore,2025-08,1,27,demographic
Rajasthan,Jalore,2025-09,0,7,demographic
Rajasthan,Jalore,2025-10,3,24,demographic
Rajasthan,Jalore,2025-11,2,38,demographic
Rajasthan,Jalore,2025-12,1,53,demographic
Rajasthan,Jhalawar,2025-01,1985,34809,demographic
Rajasthan,Jhalawar,2025-02,98,639,demographic
Rajasthan,Jhalawar,2025-03,137,800,demographic
Rajasthan,Jhalawar,2025-04,84,732,demographic
Rajasthan,Jhalawar,2025-05,67,594,demographic
Rajasthan,Jhalawar,2025-06,82,664,demographic
Rajasthan,Jhalawar,2025-07,44,399,demographic
Rajasthan,Jhalawar,2025-08,116,1108,demographic
Rajasthan,Jhalawar,2025-09,96,702,demographic
Rajasthan,Jhalawar,2025-10,106,723,demographic
Rajasthan,Jhalawar,2025-11,89,699,demographic
Rajasthan,Jhalawar,2025-12,156,1133,demographic
Rajasthan,Jhunjhunu,2025-01,3,55,demographic
Rajasthan,Jhunjhunu,2025-02,2,77,demographic
Rajasthan,Jhunjhunu,2025-03,8,99,demographic
Rajasthan,Jhunjhunu,2025-04,1,72,demographic
Rajasthan,Jhunjhunu,2025-05,3,52,demographic
Rajasthan,Jhunjhunu,2025-06,3,55,demographic
Rajasthan,Jhunjhunu,2025-07,4,38,demographic
Rajasthan,Jhunjhunu,2025-08,5,75,demographic
Rajasthan,Jhunjhunu,2025-09,0,53,demographic
Rajasthan,Jhunjhunu,2025-10,4,72,demographic
Rajasthan,Jhunjhunu,2025-11,8,75,demographic
Rajasthan,Jhunjhunu,2025-12,5,86,demographic
Rajasthan,Jhunjhunun,2025-01,1316,14458,demographic
Rajasthan,Jhunjhunun,2025-02,107,785,demographic
Rajasthan,Jhunjhunun,2025-03,139,1034,demographic
Rajasthan,Jhunjhunun,2025-04,100,881,demographic
Rajasthan,Jhunjhunun,2025-05,85,698,demographic
Rajasthan,Jhunjhunun,2025-06,87,747,demographic
Rajasthan,Jhunjhunun,2025-07,48,410,demographic
Rajasthan,Jhunjhunun,2025-08,137,894,demographic
Rajasthan,Jhunjhunun,2025-09,72,574,demographic
Rajasthan,Jhunjhunun,2025-10,109,868,demographic
Rajasthan,Jhunjhunun,2025-11,132,893,demographic
Rajasthan,Jhunjhunun,2025-12,195,1141,demographic
Rajasthan,Jodhpur,2025-01,4260,60801,demographic
Rajasthan,Jodhpur,2025-02,149,1267,demographic
Rajasthan,Jodhpur,2025-03,241,1693,demographic
Rajasthan,Jodhpur,2025-04,146,1394,demographic
Rajasthan,Jodhpur,2025-05,159,1381,demographic
Rajasthan,Jodhpur,2025-06,183,1152,demographic
Rajasthan,Jodhpur,2025-07,97,871,demographic
Rajasthan,Jodhpur,2025-08,172,1464,demographic
Rajasthan,Jodhpur,2025-09,149,1002,demographic
Rajasthan,Jodhpur,2025-10,155,1592,demographic
Rajasthan,Jodhpur,2025-11,163,1406,demographic
Rajasthan,Jodhpur,2025-12,260,1976,demographic
Rajasthan,Karauli,2025-01,2062,17864,demographic
Rajasthan,Karauli,2025-02,115,631,demographic
Rajasthan,Karauli,2025-03,172,889,demographic
Rajasthan,Karauli,2025-04,105,731,demographic
Rajasthan,Karauli,2025-05,112,615,demographic
Rajasthan,Karauli,2025-06,96,545,demographic
Rajasthan,Karauli,2025-07,86,483,demographic
Rajasthan,Karauli,2025-08,157,869,demographic
Rajasthan,Karauli,2025-09,110,630,demographic
Rajasthan,Karauli,2025-10,168,833,demographic
Rajasthan,Karauli,2025-11,144,800,demographic
Rajasthan,Karauli,2025-12,184,978,demographic
Rajasthan,Khairthal Tijara,2025-01,0,24,demographic
Rajasthan,Khairthal Tijara,2025-02,3,31,demographic
Rajasthan,Khairthal Tijara,2025-03,3,24,demographic
Rajasthan,Khairthal Tijara,2025-04,1,20,demographic
Rajasthan,Khairthal Tijara,2025-05,1,19,demographic
Rajasthan,Khairthal Tijara,2025-06,1,15,demographic
Rajasthan,Khairthal Tijara,2025-07,0,17,demographic
Rajasthan,Khairthal Tijara,2025-08,3,25,demographic
Rajasthan,Khairthal Tijara,2025-09,3,18,demographic
Rajasthan,Khairthal Tijara,2025-10,2,13,demographic
Rajasthan,Khairthal Tijara,2025-11,2,24,demographic
Rajasthan,Khairthal Tijara,2025-12,3,34,demographic
Rajasthan,Kota,2025-01,3429,32699,demographic
Rajasthan,Kota,2025-02,114,1062,demographic
Rajasthan,Kota,2025-03,176,1179,demographic
Rajasthan,Kota,2025-04,99,1051,demographic
Rajasthan,Kota,2025-05,112,770,demographic
Rajasthan,Kota,2025-06,95,812,demographic
Rajasthan,Kota,2025-07,82,733,demographic
Rajasthan,Kota,2025-08,134,1076,demographic
Rajasthan,Kota,2025-09,111,755,demographic
Rajasthan,Kota,2025-10,117,1146,demographic
Rajasthan,Kota,2025-11,139,1198,demographic
Rajasthan,Kota,2025-12,165,1461,demographic
Rajasthan,Kotputli Behror,2025-01,0,6,demographic
Rajasthan,Kotputli Behror,2025-02,0,12,demographic
Rajasthan,Kotputli Behror,2025-03,1,8,demographic
Rajasthan,Kotputli Behror,2025-04,1,15,demographic
Rajasthan,Kotputli Behror,2025-05,0,3,demographic
Rajasthan,Kotputli Behror,2025-06,1,4,demographic
Rajasthan,Kotputli Behror,2025-07,1,10,demographic
Rajasthan,Kotputli Behror,2025-08,1,14,demographic
Rajasthan,Kotputli Behror,2025-09,1,7,demographic
Rajasthan,Kotputli Behror,2025-10,1,15,demographic
Rajasthan,Kotputli Behror,2025-11,0,4,demographic
Rajasthan,Kotputli Behror,2025-12,2,15,demographic
Rajasthan,Nagaur,2025-01,3162,40096,demographic
Rajasthan,Nagaur,2025-02,176,1108,demographic
Rajasthan,Nagaur,2025-03,206,1217,demographic
Rajasthan,Nagaur,2025-04,156,1140,demographic
Rajasthan,Nagaur,2025-05,125,892,demographic
Rajasthan,Nagaur,2025-06,168,1039,demographic
Rajasthan,Nagaur,2025-07,104,728,demographic
Rajasthan,Nagaur,2025-08,209,1312,demographic
Rajasthan,Nagaur,2025-09,104,767,demographic
Rajasthan,Nagaur,2025-10,171,1202,demographic
Rajasthan,Nagaur,2025-11,197,1252,demographic
Rajasthan,Nagaur,2025-12,262,1598,demographic
Rajasthan,Pali,2025-01,1607,26686,demographic
Rajasthan,Pali,2025-02,87,724,demographic
Rajasthan,Pali,2025-03,117,870,demographic
Rajasthan,Pali,2025-04,84,827,demographic
Rajasthan,Pali,2025-05,70,633,demographic
Rajasthan,Pali,2025-06,65,503,demographic
Rajasthan,Pali,2025-07,88,412,demographic
Rajasthan,Pali,2025-08,102,959,demographic
Rajasthan,Pali,2025-09,72,538,demographic
Rajasthan,Pali,2025-10,119,878,demographic
Rajasthan,Pali,2025-11,89,964,demographic
Rajasthan,Pali,2025-12,130,1011,demographic
Rajasthan,Phalodi,2025-01,0,3,demographic
Rajasthan,Phalodi,2025-02,0,6,demographic
Rajasthan,Phalodi,2025-03,0,3,demographic
Rajasthan,Phalodi,2025-04,0,2,demographic
Rajasthan,Phalodi,2025-05,0,3,demographic
Rajasthan,Phalodi,2025-06,0,3,demographic
Rajasthan,Phalodi,2025-07,0,4,demographic
Rajasthan,Phalodi,2025-08,2,6,demographic
Rajasthan,Phalodi,2025-09,0,1,demographic
Rajasthan,Phalodi,2025-10,0,1,demographic
Rajasthan,Phalodi,2025-11,0,10,demographic
Rajasthan,Phalodi,2025-12,1,4,demographic
Rajasthan,Pratapgarh,2025-01,1327,18711,demographic
Rajasthan,Pratapgarh,2025-02,34,659,demographic
Rajasthan,Pratapgarh,2025-03,56,497,demographic
Rajasthan,Pratapgarh,2025-04,45,513,demographic
Rajasthan,Pratapgarh,2025-05,55,562,demographic
Rajasthan,Pratapgarh,2025-06,39,274,demographic
Rajasthan,Pratapgarh,2025-07,22,304,demographic
Rajasthan,Pratapgarh,2025-08,72,791,demographic
Rajasthan,Pratapgarh,2025-09,35,507,demographic
Rajasthan,Pratapgarh,2025-10,49,585,demographic
Rajasthan,Pratapgarh,2025-11,64,744,demographic
Rajasthan,Pratapgarh,2025-12,81,977,demographic
Rajasthan,Rajsamand,2025-01,1808,20839,demographic
Rajasthan,Rajsamand,2025-02,54,491,demographic
Rajasthan,Rajsamand,2025-03,93,612,demographic
Rajasthan,Rajsamand,2025-04,57,647,demographic
Rajasthan,Rajsamand,2025-05,55,499,demographic
Rajasthan,Rajsamand,2025-06,55,337,demographic
Rajasthan,Rajsamand,2025-07,48,307,demographic
Rajasthan,Rajsamand,2025-08,85,661,demographic
Rajasthan,Rajsamand,2025-09,53,424,demographic
Rajasthan,Rajsamand,2025-10,78,670,demographic
Rajasthan,Rajsamand,2025-11,90,641,demographic
Rajasthan,Rajsamand,2025-12,118,795,demographic
Rajasthan,Salumbar,2025-01,0,2,demographic
Rajasthan,Salumbar,2025-02,1,6,demographic
Rajasthan,Salumbar,2025-03,0,9,demographic
Rajasthan,Salumbar,2025-04,0,7,demographic
Rajasthan,Salumbar,2025-05,0,8,demographic
Rajasthan,Salumbar,2025-06,0,4,demographic
Rajasthan,Salumbar,2025-07,0,2,demographic
Rajasthan,Salumbar,2025-09,2,6,demographic
Rajasthan,Salumbar,2025-10,1,3,demographic
Rajasthan,Salumbar,2025-11,0,4,demographic
Rajasthan,Salumbar,2025-12,3,9,demographic
Rajasthan,Sawai Madhopur,2025-01,1234,14642,demographic
Rajasthan,Sawai Madhopur,2025-02,81,565,demographic
Rajasthan,Sawai Madhopur,2025-03,75,632,demographic
Rajasthan,Sawai Madhopur,2025-04,80,630,demographic
Rajasthan,Sawai Madhopur,2025-05,49,418,demographic
Rajasthan,Sawai Madhopur,2025-06,68,560,demographic
Rajasthan,Sawai Madhopur,2025-07,80,490,demographic
Rajasthan,Sawai Madhopur,2025-08,107,679,demographic
Rajasthan,Sawai Madhopur,2025-09,72,452,demographic
Rajasthan,Sawai Madhopur,2025-10,90,744,demographic
Rajasthan,Sawai Madhopur,2025-11,99,659,demographic
Rajasthan,Sawai Madhopur,2025-12,124,857,demographic
Rajasthan,Sikar,2025-01,2746,23315,demographic
Rajasthan,Sikar,2025-02,127,957,demographic
Rajasthan,Sikar,2025-03,188,1157,demographic
Rajasthan,Sikar,2025-04,160,1272,demographic
Rajasthan,Sikar,2025-05,103,909,demographic
Rajasthan,Sikar,2025-06,124,1010,demographic
Rajasthan,Sikar,2025-07,94,607,demographic
Rajasthan,Sikar,2025-08,207,1294,demographic
Rajasthan,Sikar,2025-09,118,831,demographic
Rajasthan,Sikar,2025-10,151,1034,demographic
Rajasthan,Sikar,2025-11,177,1182,demographic
Rajasthan,Sikar,2025-12,247,1450,demographic
Rajasthan,Sirohi,2025-01,1337,15942,demographic
Rajasthan,Sirohi,2025-02,55,428,demographic
Rajasthan,Sirohi,2025-03,61,361,demographic
Rajasthan,Sirohi,2025-04,65,617,demographic
Rajasthan,Sirohi,2025-05,25,330,demographic
Rajasthan,Sirohi,2025-06,38,319,demographic
Rajasthan,Sirohi,2025-07,37,348,demographic
Rajasthan,Sirohi,2025-08,73,625,demographic
Rajasthan,Sirohi,2025-09,72,390,demographic
Rajasthan,Sirohi,2025-10,74,636,demographic
Rajasthan,Sirohi,2025-11,87,556,demographic
Rajasthan,Sirohi,2025-12,94,739,demographic
Rajasthan,Tonk,2025-01,2029,21459,demographic
Rajasthan,Tonk,2025-02,71,544,demographic
Rajasthan,Tonk,2025-03,77,457,demographic
Rajasthan,Tonk,2025-04,87,806,demographic
Rajasthan,Tonk,2025-05,92,613,demographic
Rajasthan,Tonk,2025-06,80,624,demographic
Rajasthan,Tonk,2025-07,95,502,demographic
Rajasthan,Tonk,2025-08,95,762,demographic
Rajasthan,Tonk,2025-09,57,393,demographic
Rajasthan,Tonk,2025-10,100,668,demographic
Rajasthan,Tonk,2025-11,112,874,demographic
Rajasthan,Tonk,2025-12,141,1005,demographic
Rajasthan,Udaipur,2025-01,2393,50242,demographic
Rajasthan,Udaipur,2025-02,177,1421,demographic
Rajasthan,Udaipur,2025-03,212,1854,demographic
Rajasthan,Udaipur,2025-04,191,1800,demographic
Rajasthan,Udaipur,2025-05,124,1126,demographic
Rajasthan,Udaipur,2025-06,132,882,demographic
Rajasthan,Udaipur,2025-07,119,879,demographic
Rajasthan,Udaipur,2025-08,170,1607,demographic
Rajasthan,Udaipur,2025-09,95,982,demographic
Rajasthan,Udaipur,2025-10,212,1610,demographic
Rajasthan,Udaipur,2025-11,233,1813,demographic
Rajasthan,Udaipur,2025-12,247,1985,demographic
Sikkim,East,2025-01,66,1160,demographic
Sikkim,East,2025-02,7,121,demographic
Sikkim,East,2025-03,11,159,demographic
Sikkim,East,2025-04,10,158,demographic
Sikkim,East,2025-05,17,183,demographic
Sikkim,East,2025-06,3,92,demographic
Sikkim,East,2025-07,7,66,demographic
Sikkim,East,2025-08,8,153,demographic
Sikkim,East,2025-09,19,127,demographic
Sikkim,East,2025-10,14,173,demographic
Sikkim,East,2025-11,9,150,demographic
Sikkim,East,2025-12,10,179,demographic
Sikkim,East Sikkim,2025-01,83,714,demographic
Sikkim,East Sikkim,2025-02,4,67,demographic
Sikkim,East Sikkim,2025-03,13,108,demographic
Sikkim,East Sikkim,2025-04,14,97,demographic
Sikkim,East Sikkim,2025-05,9,122,demographic
Sikkim,East Sikkim,2025-06,0,43,demographic
Sikkim,East Sikkim,2025-07,5,42,demographic
Sikkim,East Sikkim,2025-08,10,103,demographic
Sikkim,East Sikkim,2025-09,7,44,demographic
Sikkim,East Sikkim,2025-10,9,83,demographic
Sikkim,East Sikkim,2025-11,6,83,demographic
Sikkim,East Sikkim,2025-12,7,96,demographic
Sikkim,Mangan,2025-01,0,1,demographic
Sikkim,Mangan,2025-02,0,6,demographic
Sikkim,Mangan,2025-03,0,5,demographic
Sikkim,Mangan,2025-05,0,2,demographic
Sikkim,Mangan,2025-06,0,3,demographic
Sikkim,Mangan,2025-07,0,1,demographic
Sikkim,Mangan,2025-08,0,2,demographic
Sikkim,Mangan,2025-09,0,2,demographic
Sikkim,Mangan,2025-10,0,2,demographic
Sikkim,Mangan,2025-11,0,2,demographic
Sikkim,Mangan,2025-12,0,2,demographic
Sikkim,Namchi,2025-01,0,16,demographic
Sikkim,Namchi,2025-02,0,15,demographic
Sikkim,Namchi,2025-03,0,6,demographic
Sikkim,Namchi,2025-04,0,8,demographic
Sikkim,Namchi,2025-05,1,13,demographic
Sikkim,Namchi,2025-06,0,15,demographic
Sikkim,Namchi,2025-07,0,8,demographic
Sikkim,Namchi,2025-08,1,16,demographic
Sikkim,Namchi,2025-09,0,4,demographic
Sikkim,Namchi,2025-10,0,4,demographic
Sikkim,Namchi,2025-11,1,13,demographic
Sikkim,Namchi,2025-12,0,12,demographic
Sikkim,North,2025-01,2,21,demographic
Sikkim,North,2025-02,3,21,demographic
Sikkim,North,2025-03,4,31,demographic
Sikkim,North,2025-04,2,8,demographic
Sikkim,North,2025-05,2,20,demographic
Sikkim,North,2025-06,0,12,demographic
Sikkim,North,2025-07,0,1,demographic
Sikkim,North,2025-08,2,20,demographic
Sikkim,North,2025-09,0,4,demographic
Sikkim,North,2025-10,2,20,demographic
Sikkim,North,2025-11,2,14,demographic
Sikkim,North,2025-12,0,16,demographic
Sikkim,North Sikkim,2025-01,2,8,demographic
Sikkim,North Sikkim,2025-02,0,15,demographic
Sikkim,North Sikkim,2025-03,2,19,demographic
Sikkim,North Sikkim,2025-04,0,14,demographic
Sikkim,North Sikkim,2025-05,0,30,demographic
Sikkim,North Sikkim,2025-06,3,10,demographic
Sikkim,North Sikkim,2025-07,0,4,demographic
Sikkim,North Sikkim,2025-08,1,25,demographic
Sikkim,North Sikkim,2025-09,0,1,demographic
Sikkim,North Sikkim,2025-10,1,8,demographic
Sikkim,North Sikkim,2025-11,1,13,demographic
Sikkim,North Sikkim,2025-12,0,17,demographic
Sikkim,South,2025-01,21,692,demographic
Sikkim,South,2025-02,4,119,demographic
Sikkim,South,2025-03,4,70,demographic
Sikkim,South,2025-04,1,83,demographic
Sikkim,South,2025-05,5,97,demographic
Sikkim,South,2025-06,1,49,demographic
Sikkim,South,2025-07,0,19,demographic
Sikkim,South,2025-08,2,65,demographic
Sikkim,South,2025-09,4,66,demographic
Sikkim,South,2025-10,6,86,demographic
Sikkim,South,2025-11,2,83,demographic
Sikkim,South,2025-12,7,118,demographic
Sikkim,South Sikkim,2025-01,41,419,demographic
Sikkim,South Sikkim,2025-02,6,51,demographic
Sikkim,South Sikkim,2025-03,1,41,demographic
Sikkim,South Sikkim,2025-04,1,19,demographic
Sikkim,South Sikkim,2025-05,3,44,demographic
Sikkim,South Sikkim,2025-06,0,18,demographic
Sikkim,South Sikkim,2025-07,5,8,demographic
Sikkim,South Sikkim,2025-08,3,24,demographic
Sikkim,South Sikkim,2025-09,1,27,demographic
Sikkim,South Sikkim,2025-10,4,42,demographic
Sikkim,South Sikkim,2025-11,5,30,demographic
Sikkim,South Sikkim,2025-12,8,51,demographic
Sikkim,West,2025-01,42,610,demographic
Sikkim,West,2025-02,5,94,demographic
Sikkim,West,2025-03,17,109,demographic
Sikkim,West,2025-04,9,73,demographic
Sikkim,West,2025-05,4,107,demographic
Sikkim,West,2025-06,3,30,demographic
Sikkim,West,2025-07,2,24,demographic
Sikkim,West,2025-08,6,73,demographic
Sikkim,West,2025-09,5,59,demographic
Sikkim,West,2025-10,4,66,demographic
Sikkim,West,2025-11,5,71,demographic
Sikkim,West,2025-12,6,74,demographic
Sikkim,West Sikkim,2025-01,76,596,demographic
Sikkim,West Sikkim,2025-02,5,58,demographic
Sikkim,West Sikkim,2025-03,5,94,demographic
Sikkim,West Sikkim,2025-04,10,53,demographic
Sikkim,West Sikkim,2025-05,4,52,demographic
Sikkim,West Sikkim,2025-06,3,24,demographic
Sikkim,West Sikkim,2025-07,2,18,demographic
Sikkim,West Sikkim,2025-08,8,68,demographic
Sikkim,West Sikkim,2025-09,2,27,demographic
Sikkim,West Sikkim,2025-10,9,43,demographic
Sikkim,West Sikkim,2025-11,4,60,demographic
Sikkim,West Sikkim,2025-12,2,46,demographic
Tamil Nadu,Ariyalur,2025-01,543,5499,demographic
Tamil Nadu,Ariyalur,2025-02,194,436,demographic
Tamil Nadu,Ariyalur,2025-03,146,341,demographic
Tamil Nadu,Ariyalur,2025-04,179,410,demographic
Tamil Nadu,Ariyalur,2025-05,115,195,demographic
Tamil Nadu,Ariyalur,2025-06,78,184,demographic
Tamil Nadu,Ariyalur,2025-07,130,163,demographic
Tamil Nadu,Ariyalur,2025-08,103,322,demographic
Tamil Nadu,Ariyalur,2025-09,63,191,demographic
Tamil Nadu,Ariyalur,2025-10,125,321,demographic
Tamil Nadu,Ariyalur,2025-11,112,401,demographic
Tamil Nadu,Ariyalur,2025-12,130,450,demographic
Tamil Nadu,Chengalpattu,2025-01,287,2522,demographic
Tamil Nadu,Chengalpattu,2025-02,82,508,demographic
Tamil Nadu,Chengalpattu,2025-03,74,528,demographic
Tamil Nadu,Chengalpattu,2025-04,45,307,demographic
Tamil Nadu,Chengalpattu,2025-05,46,436,demographic
Tamil Nadu,Chengalpattu,2025-06,43,346,demographic
Tamil Nadu,Chengalpattu,2025-07,74,494,demographic
Tamil Nadu,Chengalpattu,2025-08,51,452,demographic
Tamil Nadu,Chengalpattu,2025-09,19,147,demographic
Tamil Nadu,Chengalpattu,2025-10,57,480,demographic
Tamil Nadu,Chengalpattu,2025-11,60,509,demographic
Tamil Nadu,Chengalpattu,2025-12,64,493,demographic
Tamil Nadu,Chennai,2025-01,2820,30383,demographic
Tamil Nadu,Chennai,2025-02,506,3040,demographic
Tamil Nadu,Chennai,2025-03,476,3027,demographic
Tamil Nadu,Chennai,2025-04,532,2879,demographic
Tamil Nadu,Chennai,2025-05,347,1904,demographic
Tamil Nadu,Chennai,2025-06,424,1935,demographic
Tamil Nadu,Chennai,2025-07,396,2335,demographic
Tamil Nadu,Chennai,2025-08,354,2805,demographic
Tamil Nadu,Chennai,2025-09,267,1553,demographic
Tamil Nadu,Chennai,2025-10,441,2899,demographic
Tamil Nadu,Chennai,2025-11,440,3081,demographic
Tamil Nadu,Chennai,2025-12,446,3566,demographic
Tamil Nadu,Coimbatore,2025-01,2044,23042,demographic
Tamil Nadu,Coimbatore,2025-02,383,2472,demographic
Tamil Nadu,Coimbatore,2025-03,335,2508,demographic
Tamil Nadu,Coimbatore,2025-04,389,2513,demographic
Tamil Nadu,Coimbatore,2025-05,243,1632,demographic
Tamil Nadu,Coimbatore,2025-06,322,1650,demographic
Tamil Nadu,Coimbatore,2025-07,325,1960,demographic
Tamil Nadu,Coimbatore,2025-08,311,2228,demographic
Tamil Nadu,Coimbatore,2025-09,204,1301,demographic
Tamil Nadu,Coimbatore,2025-10,291,2303,demographic
Tamil Nadu,Coimbatore,2025-11,352,2368,demographic
