state,district,month,bio_age_5_17,bio_age_17_,dataset
Tamil Nadu,Tiruchirappalli,2025-05,963,984,biometric
Tamil Nadu,Tiruchirappalli,2025-06,1451,1462,biometric
Tamil Nadu,Tiruchirappalli,2025-07,536,569,biometric
Tamil Nadu,Tiruchirappalli,2025-08,1462,1888,biometric
Tamil Nadu,Tiruchirappalli,2025-09,1002,1376,biometric
Tamil Nadu,Tiruchirappalli,2025-10,1377,1906,biometric
Tamil Nadu,Tiruchirappalli,2025-11,1326,1850,biometric
Tamil Nadu,Tiruchirappalli,2025-12,1214,2223,biometric
Tamil Nadu,Tirunelveli,2025-01,45199,76930,biometric
Tamil Nadu,Tirunelveli,2025-02,3185,1671,biometric
Tamil Nadu,Tirunelveli,2025-03,2161,1503,biometric
Tamil Nadu,Tirunelveli,2025-04,2540,1649,biometric
Tamil Nadu,Tirunelveli,2025-05,1539,1056,biometric
Tamil Nadu,Tirunelveli,2025-06,2015,1443,biometric
Tamil Nadu,Tirunelveli,2025-07,935,530,biometric
Tamil Nadu,Tirunelveli,2025-08,2481,1900,biometric
Tamil Nadu,Tirunelveli,2025-09,1468,1495,biometric
Tamil Nadu,Tirunelveli,2025-10,2131,1867,biometric
Tamil Nadu,Tirunelveli,2025-11,2012,1930,biometric
Tamil Nadu,Tirunelveli,2025-12,2018,2297,biometric
Tamil Nadu,Tirupathur,2025-01,2,2,biometric
Tamil Nadu,Tirupathur,2025-02,1,1,biometric
Tamil Nadu,Tirupathur,2025-03,3,0,biometric
Tamil Nadu,Tirupathur,2025-04,1,0,biometric
Tamil Nadu,Tirupathur,2025-05,3,0,biometric
Tamil Nadu,Tirupathur,2025-06,1,0,biometric
Tamil Nadu,Tirupathur,2025-07,2,0,biometric
Tamil Nadu,Tirupathur,2025-08,1,1,biometric
Tamil Nadu,Tirupathur,2025-10,1,0,biometric
Tamil Nadu,Tirupathur,2025-11,1,0,biometric
Tamil Nadu,Tirupathur,2025-12,5,0,biometric
Tamil Nadu,Tirupattur,2025-01,4105,2176,biometric
Tamil Nadu,Tirupattur,2025-02,271,39,biometric
Tamil Nadu,Tirupattur,2025-03,181,55,biometric
Tamil Nadu,Tirupattur,2025-04,242,35,biometric
Tamil Nadu,Tirupattur,2025-05,210,29,biometric
Tamil Nadu,Tirupattur,2025-06,187,30,biometric
Tamil Nadu,Tirupattur,2025-07,105,18,biometric
Tamil Nadu,Tirupattur,2025-08,197,45,biometric
Tamil Nadu,Tirupattur,2025-09,85,36,biometric
Tamil Nadu,Tirupattur,2025-10,203,43,biometric
Tamil Nadu,Tirupattur,2025-11,167,38,biometric
Tamil Nadu,Tirupattur,2025-12,220,62,biometric
Tamil Nadu,Tiruppur,2025-01,38079,50856,biometric
Tamil Nadu,Tiruppur,2025-02,1759,1201,biometric
Tamil Nadu,Tiruppur,2025-03,1145,940,biometric
Tamil Nadu,Tiruppur,2025-04,1431,1129,biometric
Tamil Nadu,Tiruppur,2025-05,923,787,biometric
Tamil Nadu,Tiruppur,2025-06,1150,1029,biometric
Tamil Nadu,Tiruppur,2025-07,471,365,biometric
Tamil Nadu,Tiruppur,2025-08,1217,1282,biometric
Tamil Nadu,Tiruppur,2025-09,935,927,biometric
Tamil Nadu,Tiruppur,2025-10,1469,1065,biometric
Tamil Nadu,Tiruppur,2025-11,1437,1265,biometric
Tamil Nadu,Tiruppur,2025-12,1584,1581,biometric
Tamil Nadu,Tiruvallur,2025-01,64879,75403,biometric
Tamil Nadu,Tiruvallur,2025-02,3274,1381,biometric
Tamil Nadu,Tiruvallur,2025-03,2172,1236,biometric
Tamil Nadu,Tiruvallur,2025-04,2910,1350,biometric
Tamil Nadu,Tiruvallur,2025-05,2103,1062,biometric
Tamil Nadu,Tiruvallur,2025-06,2629,1371,biometric
Tamil Nadu,Tiruvallur,2025-07,1169,518,biometric
Tamil Nadu,Tiruvallur,2025-08,2629,1611,biometric
Tamil Nadu,Tiruvallur,2025-09,1835,1235,biometric
Tamil Nadu,Tiruvallur,2025-10,2621,1709,biometric
Tamil Nadu,Tiruvallur,2025-11,2567,1705,biometric
Tamil Nadu,Tiruvallur,2025-12,2760,2000,biometric
Tamil Nadu,Tiruvannamalai,2025-01,54033,36287,biometric
Tamil Nadu,Tiruvannamalai,2025-02,1415,854,biometric
Tamil Nadu,Tiruvannamalai,2025-03,930,596,biometric
Tamil Nadu,Tiruvannamalai,2025-04,1252,844,biometric
Tamil Nadu,Tiruvannamalai,2025-05,796,609,biometric
Tamil Nadu,Tiruvannamalai,2025-06,1043,685,biometric
Tamil Nadu,Tiruvannamalai,2025-07,367,233,biometric
Tamil Nadu,Tiruvannamalai,2025-08,1273,974,biometric
Tamil Nadu,Tiruvannamalai,2025-09,763,667,biometric
Tamil Nadu,Tiruvannamalai,2025-10,1134,972,biometric
Tamil Nadu,Tiruvannamalai,2025-11,1293,1037,biometric
Tamil Nadu,Tiruvannamalai,2025-12,1379,1241,biometric
Tamil Nadu,Tiruvarur,2025-01,0,1,biometric
Tamil Nadu,Tiruvarur,2025-02,0,1,biometric
Tamil Nadu,Tiruvarur,2025-03,0,1,biometric
Tamil Nadu,Tuticorin,2025-03,0,1,biometric
Tamil Nadu,Tuticorin,2025-04,0,1,biometric
Tamil Nadu,Tuticorin,2025-05,0,1,biometric
Tamil Nadu,Vellore,2025-01,52918,56570,biometric
Tamil Nadu,Vellore,2025-02,2505,1469,biometric
Tamil Nadu,Vellore,2025-03,1824,1324,biometric
Tamil Nadu,Vellore,2025-04,2633,1317,biometric
Tamil Nadu,Vellore,2025-05,1989,976,biometric
Tamil Nadu,Vellore,2025-06,2129,1147,biometric
Tamil Nadu,Vellore,2025-07,822,401,biometric
Tamil Nadu,Vellore,2025-08,2283,1663,biometric
Tamil Nadu,Vellore,2025-09,1394,1101,biometric
Tamil Nadu,Vellore,2025-10,1902,1526,biometric
Tamil Nadu,Vellore,2025-11,2170,1640,biometric
Tamil Nadu,Vellore,2025-12,1934,2009,biometric
Tamil Nadu,Villupuram,2025-01,47882,22167,biometric
Tamil Nadu,Villupuram,2025-02,2321,534,biometric
Tamil Nadu,Villupuram,2025-03,1600,369,biometric
Tamil Nadu,Villupuram,2025-04,2161,527,biometric
Tamil Nadu,Villupuram,2025-05,1465,363,biometric
Tamil Nadu,Villupuram,2025-06,1678,480,biometric
Tamil Nadu,Villupuram,2025-07,1089,293,biometric
Tamil Nadu,Villupuram,2025-08,1689,594,biometric
Tamil Nadu,Villupuram,2025-09,935,397,biometric
Tamil Nadu,Villupuram,2025-10,1490,577,biometric
Tamil Nadu,Villupuram,2025-11,1562,585,biometric
Tamil Nadu,Villupuram,2025-12,1468,732,biometric
Tamil Nadu,Viluppuram,2025-01,14887,33676,biometric
Tamil Nadu,Viluppuram,2025-02,465,1162,biometric
Tamil Nadu,Viluppuram,2025-03,311,849,biometric
Tamil Nadu,Viluppuram,2025-04,377,978,biometric
Tamil Nadu,Viluppuram,2025-05,272,856,biometric
Tamil Nadu,Viluppuram,2025-06,330,988,biometric
Tamil Nadu,Viluppuram,2025-07,154,577,biometric
Tamil Nadu,Viluppuram,2025-08,314,1234,biometric
Tamil Nadu,Viluppuram,2025-09,209,814,biometric
Tamil Nadu,Viluppuram,2025-10,345,1190,biometric
Tamil Nadu,Viluppuram,2025-11,293,1204,biometric
Tamil Nadu,Viluppuram,2025-12,288,1471,biometric
Tamil Nadu,Virudhunagar,2025-01,28453,38869,biometric
Tamil Nadu,Virudhunagar,2025-02,1902,927,biometric
Tamil Nadu,Virudhunagar,2025-03,1465,789,biometric
Tamil Nadu,Virudhunagar,2025-04,1814,946,biometric
Tamil Nadu,Virudhunagar,2025-05,1208,694,biometric
Tamil Nadu,Virudhunagar,2025-06,1386,846,biometric
Tamil Nadu,Virudhunagar,2025-07,739,392,biometric
Tamil Nadu,Virudhunagar,2025-08,1274,1049,biometric
Tamil Nadu,Virudhunagar,2025-09,549,804,biometric
Tamil Nadu,Virudhunagar,2025-10,1209,998,biometric
Tamil Nadu,Virudhunagar,2025-11,1123,1040,biometric
Tamil Nadu,Virudhunagar,2025-12,1372,1273,biometric
Telangana,Adilabad,2025-01,21579,19842,biometric
Telangana,Adilabad,2025-02,931,622,biometric
Telangana,Adilabad,2025-03,739,615,biometric
Telangana,Adilabad,2025-04,1116,709,biometric
Telangana,Adilabad,2025-05,451,292,biometric
Telangana,Adilabad,2025-06,849,534,biometric
Telangana,Adilabad,2025-07,467,248,biometric
Telangana,Adilabad,2025-08,1045,617,biometric
Telangana,Adilabad,2025-09,663,489,biometric
Telangana,Adilabad,2025-10,803,552,biometric
Telangana,Adilabad,2025-11,946,559,biometric
Telangana,Adilabad,2025-12,1161,787,biometric
Telangana,Bhadradri Kothagudem,2025-01,4338,5236,biometric
Telangana,Bhadradri Kothagudem,2025-02,298,183,biometric
Telangana,Bhadradri Kothagudem,2025-03,275,128,biometric
Telangana,Bhadradri Kothagudem,2025-04,381,203,biometric
Telangana,Bhadradri Kothagudem,2025-05,158,101,biometric
Telangana,Bhadradri Kothagudem,2025-06,269,142,biometric
Telangana,Bhadradri Kothagudem,2025-07,140,81,biometric
Telangana,Bhadradri Kothagudem,2025-08,247,224,biometric
Telangana,Bhadradri Kothagudem,2025-09,190,127,biometric
Telangana,Bhadradri Kothagudem,2025-10,301,179,biometric
Telangana,Bhadradri Kothagudem,2025-11,338,164,biometric
Telangana,Bhadradri Kothagudem,2025-12,334,211,biometric
Telangana,Hanumakonda,2025-01,1018,4166,biometric
Telangana,Hanumakonda,2025-02,30,149,biometric
Telangana,Hanumakonda,2025-03,23,144,biometric
Telangana,Hanumakonda,2025-04,30,98,biometric
Telangana,Hanumakonda,2025-05,26,79,biometric
Telangana,Hanumakonda,2025-06,50,122,biometric
Telangana,Hanumakonda,2025-07,18,40,biometric
Telangana,Hanumakonda,2025-08,37,121,biometric
Telangana,Hanumakonda,2025-09,15,97,biometric
Telangana,Hanumakonda,2025-10,31,105,biometric
Telangana,Hanumakonda,2025-11,27,122,biometric
Telangana,Hanumakonda,2025-12,42,149,biometric
Telangana,Hyderabad,2025-01,63236,62125,biometric
Telangana,Hyderabad,2025-02,3121,1348,biometric
Telangana,Hyderabad,2025-03,1861,1110,biometric
Telangana,Hyderabad,2025-04,3141,1618,biometric
Telangana,Hyderabad,2025-05,1489,751,biometric
Telangana,Hyderabad,2025-06,2646,1134,biometric
Telangana,Hyderabad,2025-07,1165,594,biometric
Telangana,Hyderabad,2025-08,3026,1446,biometric
Telangana,Hyderabad,2025-09,2456,1238,biometric
Telangana,Hyderabad,2025-10,2501,1334,biometric
Telangana,Hyderabad,2025-11,2773,1511,biometric
Telangana,Hyderabad,2025-12,3028,1528,biometric
Telangana,Jagitial,2025-01,2803,2762,biometric
Telangana,Jagitial,2025-02,213,50,biometric
Telangana,Jagitial,2025-03,123,28,biometric
Telangana,Jagitial,2025-04,224,58,biometric
Telangana,Jagitial,2025-05,84,28,biometric
Telangana,Jagitial,2025-06,210,61,biometric
Telangana,Jagitial,2025-07,85,37,biometric
Telangana,Jagitial,2025-08,121,63,biometric
Telangana,Jagitial,2025-09,88,52,biometric
Telangana,Jagitial,2025-10,118,54,biometric
Telangana,Jagitial,2025-11,127,56,biometric
Telangana,Jagitial,2025-12,184,66,biometric
Telangana,Jangaon,2025-01,9,9,biometric
Telangana,Jangaon,2025-02,3,0,biometric
Telangana,Jangaon,2025-03,3,3,biometric
Telangana,Jangaon,2025-04,7,1,biometric
Telangana,Jangaon,2025-05,5,4,biometric
Telangana,Jangaon,2025-06,5,5,biometric
Telangana,Jangaon,2025-07,3,1,biometric
Telangana,Jangaon,2025-08,3,6,biometric
Telangana,Jangaon,2025-09,3,6,biometric
Telangana,Jangaon,2025-10,1,6,biometric
Telangana,Jangaon,2025-11,5,6,biometric
Telangana,Jangaon,2025-12,7,11,biometric
Telangana,Jangoan,2025-01,1111,1652,biometric
Telangana,Jangoan,2025-02,151,73,biometric
Telangana,Jangoan,2025-03,111,72,biometric
Telangana,Jangoan,2025-04,108,79,biometric
Telangana,Jangoan,2025-05,58,47,biometric
Telangana,Jangoan,2025-06,113,82,biometric
Telangana,Jangoan,2025-07,78,35,biometric
Telangana,Jangoan,2025-08,146,45,biometric
Telangana,Jangoan,2025-09,78,86,biometric
Telangana,Jangoan,2025-10,66,77,biometric
Telangana,Jangoan,2025-11,103,92,biometric
Telangana,Jangoan,2025-12,125,94,biometric
Telangana,Jayashankar Bhupalpally,2025-01,931,1460,biometric
Telangana,Jayashankar Bhupalpally,2025-02,42,49,biometric
Telangana,Jayashankar Bhupalpally,2025-03,36,48,biometric
Telangana,Jayashankar Bhupalpally,2025-04,38,47,biometric
Telangana,Jayashankar Bhupalpally,2025-05,21,23,biometric
Telangana,Jayashankar Bhupalpally,2025-06,41,48,biometric
Telangana,Jayashankar Bhupalpally,2025-07,27,28,biometric
Telangana,Jayashankar Bhupalpally,2025-08,36,34,biometric
Telangana,Jayashankar Bhupalpally,2025-09,35,28,biometric
Telangana,Jayashankar Bhupalpally,2025-10,37,37,biometric
Telangana,Jayashankar Bhupalpally,2025-11,34,32,biometric
Telangana,Jayashankar Bhupalpally,2025-12,44,45,biometric
Telangana,Jogulamba Gadwal,2025-01,2911,3559,biometric
Telangana,Jogulamba Gadwal,2025-02,170,66,biometric
Telangana,Jogulamba Gadwal,2025-03,118,60,biometric
Telangana,Jogulamba Gadwal,2025-04,151,81,biometric
Telangana,Jogulamba Gadwal,2025-05,53,26,biometric
Telangana,Jogulamba Gadwal,2025-06,115,77,biometric
Telangana,Jogulamba Gadwal,2025-07,86,34,biometric
Telangana,Jogulamba Gadwal,2025-08,138,57,biometric
Telangana,Jogulamba Gadwal,2025-09,86,49,biometric
Telangana,Jogulamba Gadwal,2025-10,110,68,biometric
Telangana,Jogulamba Gadwal,2025-11,107,52,biometric
Telangana,Jogulamba Gadwal,2025-12,125,77,biometric
Telangana,K.V. Rangareddy,2025-01,63889,78816,biometric
Telangana,K.V. Rangareddy,2025-02,2662,1985,biometric
Telangana,K.V. Rangareddy,2025-03,1767,1860,biometric
Telangana,K.V. Rangareddy,2025-04,2804,2173,biometric
Telangana,K.V. Rangareddy,2025-05,1353,1047,biometric
Telangana,K.V. Rangareddy,2025-06,2360,1753,biometric
Telangana,K.V. Rangareddy,2025-07,1179,817,biometric
Telangana,K.V. Rangareddy,2025-08,2352,1802,biometric
Telangana,K.V. Rangareddy,2025-09,1851,1890,biometric
Telangana,K.V. Rangareddy,2025-10,1944,1920,biometric
Telangana,K.V. Rangareddy,2025-11,2230,1902,biometric
Telangana,K.V. Rangareddy,2025-12,2559,2379,biometric
Telangana,Kamareddy,2025-01,3213,4189,biometric
Telangana,Kamareddy,2025-02,179,151,biometric
Telangana,Kamareddy,2025-03,131,140,biometric
Telangana,Kamareddy,2025-04,211,113,biometric
Telangana,Kamareddy,2025-05,123,83,biometric
Telangana,Kamareddy,2025-06,240,137,biometric
Telangana,Kamareddy,2025-07,89,54,biometric
Telangana,Kamareddy,2025-08,139,103,biometric
Telangana,Kamareddy,2025-09,156,127,biometric
Telangana,Kamareddy,2025-10,178,122,biometric
Telangana,Kamareddy,2025-11,183,146,biometric
Telangana,Kamareddy,2025-12,220,138,biometric
Telangana,Karimnagar,2025-01,39225,39876,biometric
Telangana,Karimnagar,2025-02,1267,1080,biometric
Telangana,Karimnagar,2025-03,1070,1124,biometric
Telangana,Karimnagar,2025-04,1611,1188,biometric
Telangana,Karimnagar,2025-05,717,523,biometric
Telangana,Karimnagar,2025-06,1343,1023,biometric
Telangana,Karimnagar,2025-07,573,459,biometric
Telangana,Karimnagar,2025-08,1017,889,biometric
Telangana,Karimnagar,2025-09,918,959,biometric
Telangana,Karimnagar,2025-10,1047,1084,biometric
Telangana,Karimnagar,2025-11,1155,1212,biometric
Telangana,Karimnagar,2025-12,1323,1410,biometric
Telangana,Khammam,2025-01,20540,10847,biometric
Telangana,Khammam,2025-02,955,279,biometric
Telangana,Khammam,2025-03,863,223,biometric
Telangana,Khammam,2025-04,1169,318,biometric
Telangana,Khammam,2025-05,449,156,biometric
Telangana,Khammam,2025-06,820,254,biometric
Telangana,Khammam,2025-07,356,109,biometric
Telangana,Khammam,2025-08,829,213,biometric
Telangana,Khammam,2025-09,690,262,biometric
Telangana,Khammam,2025-10,1005,261,biometric
Telangana,Khammam,2025-11,1089,267,biometric
Telangana,Khammam,2025-12,1254,316,biometric
Telangana,Komaram Bheem,2025-01,2038,2921,biometric
Telangana,Komaram Bheem,2025-02,149,117,biometric
Telangana,Komaram Bheem,2025-03,112,85,biometric
Telangana,Komaram Bheem,2025-04,142,82,biometric
Telangana,Komaram Bheem,2025-05,62,36,biometric
Telangana,Komaram Bheem,2025-06,107,95,biometric
Telangana,Komaram Bheem,2025-07,74,40,biometric
Telangana,Komaram Bheem,2025-08,116,74,biometric
Telangana,Komaram Bheem,2025-09,71,48,biometric
Telangana,Komaram Bheem,2025-10,88,77,biometric
Telangana,Komaram Bheem,2025-11,87,65,biometric
Telangana,Komaram Bheem,2025-12,169,80,biometric
Telangana,Mahabubabad,2025-01,2330,2736,biometric
Telangana,Mahabubabad,2025-02,131,54,biometric
Telangana,Mahabubabad,2025-03,150,63,biometric
Telangana,Mahabubabad,2025-04,194,87,biometric
Telangana,Mahabubabad,2025-05,85,36,biometric
Telangana,Mahabubabad,2025-06,115,59,biometric
Telangana,Mahabubabad,2025-07,64,28,biometric
Telangana,Mahabubabad,2025-08,90,54,biometric
Telangana,Mahabubabad,2025-09,85,46,biometric
Telangana,Mahabubabad,2025-10,151,51,biometric
Telangana,Mahabubabad,2025-11,147,68,biometric
Telangana,Mahabubabad,2025-12,219,67,biometric
Telangana,Mahabubnagar,2025-01,59048,55555,biometric
Telangana,Mahabubnagar,2025-02,2000,1422,biometric
Telangana,Mahabubnagar,2025-03,1535,1363,biometric
Telangana,Mahabubnagar,2025-04,2371,1694,biometric
Telangana,Mahabubnagar,2025-05,850,646,biometric
Telangana,Mahabubnagar,2025-06,1830,1483,biometric
Telangana,Mahabubnagar,2025-07,872,537,biometric
Telangana,Mahabubnagar,2025-08,1601,1262,biometric
Telangana,Mahabubnagar,2025-09,1410,1353,biometric
Telangana,Mahabubnagar,2025-10,1796,1315,biometric
Telangana,Mahabubnagar,2025-11,1724,1440,biometric
Telangana,Mahabubnagar,2025-12,1882,1837,biometric
Telangana,Mancherial,2025-01,2624,3225,biometric
Telangana,Mancherial,2025-02,225,97,biometric
Telangana,Mancherial,2025-03,180,64,biometric
Telangana,Mancherial,2025-04,270,88,biometric
Telangana,Mancherial,2025-05,98,49,biometric
Telangana,Mancherial,2025-06,153,103,biometric
Telangana,Mancherial,2025-07,106,52,biometric
Telangana,Mancherial,2025-08,140,56,biometric
Telangana,Mancherial,2025-09,130,81,biometric
Telangana,Mancherial,2025-10,181,77,biometric
Telangana,Mancherial,2025-11,168,76,biometric
Telangana,Mancherial,2025-12,200,100,biometric
Telangana,Medak,2025-01,32440,32338,biometric
Telangana,Medak,2025-02,1075,1013,biometric
Telangana,Medak,2025-03,1217,1109,biometric
Telangana,Medak,2025-04,1730,1216,biometric
Telangana,Medak,2025-05,614,453,biometric
Telangana,Medak,2025-06,1321,1021,biometric
Telangana,Medak,2025-07,645,454,biometric
Telangana,Medak,2025-08,1080,957,biometric
Telangana,Medak,2025-09,1079,996,biometric
Telangana,Medak,2025-10,1369,967,biometric
Telangana,Medak,2025-11,1117,905,biometric
Telangana,Medak,2025-12,1501,1334,biometric
Telangana,Medchal Malkajgiri,2025-01,6622,10811,biometric
Telangana,Medchal Malkajgiri,2025-02,253,212,biometric
Telangana,Medchal Malkajgiri,2025-03,189,185,biometric
Telangana,Medchal Malkajgiri,2025-04,353,271,biometric
Telangana,Medchal Malkajgiri,2025-05,184,123,biometric
Telangana,Medchal Malkajgiri,2025-06,283,212,biometric
Telangana,Medchal Malkajgiri,2025-07,109,92,biometric
Telangana,Medchal Malkajgiri,2025-08,260,225,biometric
Telangana,Medchal Malkajgiri,2025-09,223,242,biometric
Telangana,Medchal Malkajgiri,2025-10,216,234,biometric
Telangana,Medchal Malkajgiri,2025-11,278,240,biometric
Telangana,Medchal Malkajgiri,2025-12,271,285,biometric
Telangana,Medchal?Malkajgiri,2025-01,484,365,biometric
Telangana,Medchal−Malkajgiri,2025-01,165,47,biometric
Telangana,Medchal−Malkajgiri,2025-02,148,52,biometric
Telangana,Medchal−Malkajgiri,2025-03,104,40,biometric
Telangana,Medchal−Malkajgiri,2025-04,114,39,biometric
Telangana,Medchal−Malkajgiri,2025-05,56,22,biometric
Telangana,Medchal−Malkajgiri,2025-06,113,36,biometric
Telangana,Medchal−Malkajgiri,2025-07,59,20,biometric
Telangana,Medchal−Malkajgiri,2025-08,119,36,biometric
Telangana,Medchal−Malkajgiri,2025-09,109,51,biometric
Telangana,Medchal−Malkajgiri,2025-10,104,45,biometric
Telangana,Medchal−Malkajgiri,2025-11,112,57,biometric
Telangana,Medchal−Malkajgiri,2025-12,133,48,biometric
Telangana,Mulugu,2025-01,1214,1828,biometric
Telangana,Mulugu,2025-02,23,60,biometric
Telangana,Mulugu,2025-03,28,45,biometric
Telangana,Mulugu,2025-04,49,69,biometric
Telangana,Mulugu,2025-05,16,20,biometric
Telangana,Mulugu,2025-06,37,50,biometric
Telangana,Mulugu,2025-07,8,16,biometric
Telangana,Mulugu,2025-08,31,54,biometric
Telangana,Mulugu,2025-09,28,50,biometric
Telangana,Mulugu,2025-10,53,35,biometric
Telangana,Mulugu,2025-11,100,36,biometric
Telangana,Mulugu,2025-12,90,45,biometric
Telangana,Nagarkurnool,2025-01,2889,3265,biometric
Telangana,Nagarkurnool,2025-02,145,69,biometric
Telangana,Nagarkurnool,2025-03,153,106,biometric
Telangana,Nagarkurnool,2025-04,199,80,biometric
Telangana,Nagarkurnool,2025-05,47,30,biometric
Telangana,Nagarkurnool,2025-06,146,77,biometric
Telangana,Nagarkurnool,2025-07,70,28,biometric
Telangana,Nagarkurnool,2025-08,117,78,biometric
Telangana,Nagarkurnool,2025-09,133,78,biometric
Telangana,Nagarkurnool,2025-10,123,81,biometric
Telangana,Nagarkurnool,2025-11,104,93,biometric
Telangana,Nagarkurnool,2025-12,178,117,biometric
Telangana,Nalgonda,2025-01,44078,35416,biometric
Telangana,Nalgonda,2025-02,1275,907,biometric
Telangana,Nalgonda,2025-03,1199,1032,biometric
Telangana,Nalgonda,2025-04,1831,1076,biometric
Telangana,Nalgonda,2025-05,682,416,biometric
Telangana,Nalgonda,2025-06,1228,819,biometric
Telangana,Nalgonda,2025-07,690,320,biometric
Telangana,Nalgonda,2025-08,1300,783,biometric
Telangana,Nalgonda,2025-09,1076,809,biometric
Telangana,Nalgonda,2025-10,1315,904,biometric
Telangana,Nalgonda,2025-11,1433,817,biometric
Telangana,Nalgonda,2025-12,1801,1052,biometric
Telangana,Narayanpet,2025-01,1462,2101,biometric
Telangana,Narayanpet,2025-02,58,57,biometric
Telangana,Narayanpet,2025-03,56,46,biometric
Telangana,Narayanpet,2025-04,80,66,biometric
Telangana,Narayanpet,2025-05,31,28,biometric
Telangana,Narayanpet,2025-06,56,56,biometric
Telangana,Narayanpet,2025-07,24,11,biometric
Telangana,Narayanpet,2025-08,46,39,biometric
Telangana,Narayanpet,2025-09,46,50,biometric
Telangana,Narayanpet,2025-10,53,70,biometric
Telangana,Narayanpet,2025-11,57,51,biometric
Telangana,Narayanpet,2025-12,73,67,biometric
Telangana,Nirmal,2025-01,2280,3220,biometric
Telangana,Nirmal,2025-02,158,195,biometric
Telangana,Nirmal,2025-03,110,154,biometric
Telangana,Nirmal,2025-04,177,205,biometric
Telangana,Nirmal,2025-05,98,134,biometric
Telangana,Nirmal,2025-06,179,164,biometric
Telangana,Nirmal,2025-07,88,116,biometric
Telangana,Nirmal,2025-08,134,153,biometric
Telangana,Nirmal,2025-09,107,137,biometric
Telangana,Nirmal,2025-10,146,148,biometric
Telangana,Nirmal,2025-11,156,146,biometric
Telangana,Nirmal,2025-12,183,138,biometric
Telangana,Nizamabad,2025-01,31585,31191,biometric
Telangana,Nizamabad,2025-02,1135,794,biometric
Telangana,Nizamabad,2025-03,1093,916,biometric
Telangana,Nizamabad,2025-04,1454,920,biometric
Telangana,Nizamabad,2025-05,443,337,biometric
Telangana,Nizamabad,2025-06,1258,857,biometric
Telangana,Nizamabad,2025-07,489,330,biometric
Telangana,Nizamabad,2025-08,1060,771,biometric
Telangana,Nizamabad,2025-09,912,829,biometric
Telangana,Nizamabad,2025-10,1169,858,biometric
Telangana,Nizamabad,2025-11,1333,866,biometric
Telangana,Nizamabad,2025-12,1592,1021,biometric
Telangana,Peddapalli,2025-01,1070,2230,biometric
Telangana,Peddapalli,2025-02,35,101,biometric
Telangana,Peddapalli,2025-03,54,67,biometric
Telangana,Peddapalli,2025-04,42,66,biometric
Telangana,Peddapalli,2025-05,28,37,biometric
Telangana,Peddapalli,2025-06,58,90,biometric
Telangana,Peddapalli,2025-07,33,50,biometric
Telangana,Peddapalli,2025-08,31,43,biometric
Telangana,Peddapalli,2025-09,61,72,biometric
Telangana,Peddapalli,2025-10,60,88,biometric
Telangana,Peddapalli,2025-11,45,126,biometric
Telangana,Peddapalli,2025-12,61,127,biometric
Telangana,Rajanna Sircilla,2025-01,1745,2159,biometric
Telangana,Rajanna Sircilla,2025-02,131,66,biometric
Telangana,Rajanna Sircilla,2025-03,59,73,biometric
Telangana,Rajanna Sircilla,2025-04,100,49,biometric
Telangana,Rajanna Sircilla,2025-05,58,57,biometric
Telangana,Rajanna Sircilla,2025-06,101,63,biometric
Telangana,Rajanna Sircilla,2025-07,60,46,biometric
Telangana,Rajanna Sircilla,2025-08,96,62,biometric
Telangana,Rajanna Sircilla,2025-09,76,35,biometric
Telangana,Rajanna Sircilla,2025-10,99,54,biometric
Telangana,Rajanna Sircilla,2025-11,124,67,biometric
Telangana,Rajanna Sircilla,2025-12,211,68,biometric
Telangana,Rangareddy,2025-01,454,1437,biometric
Telangana,Rangareddy,2025-02,10,15,biometric
Telangana,Rangareddy,2025-03,16,26,biometric
Telangana,Rangareddy,2025-04,15,25,biometric
Telangana,Rangareddy,2025-05,6,6,biometric
Telangana,Rangareddy,2025-06,17,10,biometric
Telangana,Rangareddy,2025-07,4,14,biometric
Telangana,Rangareddy,2025-08,17,17,biometric
Telangana,Rangareddy,2025-09,10,26,biometric
Telangana,Rangareddy,2025-10,13,20,biometric
Telangana,Rangareddy,2025-11,13,25,biometric
Telangana,Rangareddy,2025-12,15,19,biometric
Telangana,Sangareddy,2025-01,5382,4977,biometric
Telangana,Sangareddy,2025-02,327,127,biometric
Telangana,Sangareddy,2025-03,306,140,biometric
Telangana,Sangareddy,2025-04,452,148,biometric
Telangana,Sangareddy,2025-05,153,59,biometric
Telangana,Sangareddy,2025-06,377,124,biometric
Telangana,Sangareddy,2025-07,209,66,biometric
Telangana,Sangareddy,2025-08,329,100,biometric
Telangana,Sangareddy,2025-09,232,132,biometric
Telangana,Sangareddy,2025-10,317,100,biometric
Telangana,Sangareddy,2025-11,283,111,biometric
Telangana,Sangareddy,2025-12,418,138,biometric
Telangana,Siddipet,2025-01,2544,2627,biometric
Telangana,Siddipet,2025-02,220,129,biometric
Telangana,Siddipet,2025-03,275,154,biometric
Telangana,Siddipet,2025-04,379,201,biometric
Telangana,Siddipet,2025-05,125,71,biometric
Telangana,Siddipet,2025-06,269,186,biometric
Telangana,Siddipet,2025-07,121,77,biometric
Telangana,Siddipet,2025-08,190,116,biometric
Telangana,Siddipet,2025-09,168,110,biometric
Telangana,Siddipet,2025-10,286,120,biometric
Telangana,Siddipet,2025-11,298,149,biometric
Telangana,Siddipet,2025-12,305,160,biometric
