state,district,month,bio_age_5_17,bio_age_17_
Rajasthan,Jalore,2025-01,1,0
Rajasthan,Jalore,2025-02,0,2
Rajasthan,Jalore,2025-03,0,1
Rajasthan,Jalore,2025-05,0,2
Rajasthan,Jalore,2025-06,0,1
Rajasthan,Jalore,2025-07,0,2
Rajasthan,Jalore,2025-11,0,1
Rajasthan,Jalore,2025-12,0,1
Rajasthan,Jhalawar,2025-01,17382,21351
Rajasthan,Jhalawar,2025-02,786,917
Rajasthan,Jhalawar,2025-03,827,906
Rajasthan,Jhalawar,2025-04,702,578
Rajasthan,Jhalawar,2025-05,510,464
Rajasthan,Jhalawar,2025-06,860,639
Rajasthan,Jhalawar,2025-07,330,317
Rajasthan,Jhalawar,2025-08,1322,687
Rajasthan,Jhalawar,2025-09,1514,819
Rajasthan,Jhalawar,2025-10,1554,815
Rajasthan,Jhalawar,2025-11,1655,912
Rajasthan,Jhalawar,2025-12,1852,856
Rajasthan,Jhunjhunu,2025-01,105,446
Rajasthan,Jhunjhunu,2025-02,17,40
Rajasthan,Jhunjhunu,2025-03,24,61
Rajasthan,Jhunjhunu,2025-04,13,23
Rajasthan,Jhunjhunu,2025-05,5,18
Rajasthan,Jhunjhunu,2025-06,23,36
Rajasthan,Jhunjhunu,2025-07,9,11
Rajasthan,Jhunjhunu,2025-08,37,43
Rajasthan,Jhunjhunu,2025-09,33,43
Rajasthan,Jhunjhunu,2025-10,35,43
Rajasthan,Jhunjhunu,2025-11,16,47
Rajasthan,Jhunjhunu,2025-12,21,72
Rajasthan,Jhunjhunun,2025-01,22944,42432
Rajasthan,Jhunjhunun,2025-02,881,806
Rajasthan,Jhunjhunun,2025-03,1136,1066
Rajasthan,Jhunjhunun,2025-04,734,639
Rajasthan,Jhunjhunun,2025-05,549,537
Rajasthan,Jhunjhunun,2025-06,1065,728
Rajasthan,Jhunjhunun,2025-07,336,373
Rajasthan,Jhunjhunun,2025-08,1703,869
Rajasthan,Jhunjhunun,2025-09,1787,940
Rajasthan,Jhunjhunun,2025-10,1333,830
Rajasthan,Jhunjhunun,2025-11,1608,1107
Rajasthan,Jhunjhunun,2025-12,1474,1112
Rajasthan,Jodhpur,2025-01,61074,68931
Rajasthan,Jodhpur,2025-02,1994,1482
Rajasthan,Jodhpur,2025-03,2155,1793
Rajasthan,Jodhpur,2025-04,1215,877
Rajasthan,Jodhpur,2025-05,1426,1090
Rajasthan,Jodhpur,2025-06,1630,1210
Rajasthan,Jodhpur,2025-07,1072,827
Rajasthan,Jodhpur,2025-08,2805,1373
Rajasthan,Jodhpur,2025-09,3104,1713
Rajasthan,Jodhpur,2025-10,2597,1551
Rajasthan,Jodhpur,2025-11,3214,1912
Rajasthan,Jodhpur,2025-12,3002,1657
Rajasthan,Karauli,2025-01,24614,20482
Rajasthan,Karauli,2025-02,931,448
Rajasthan,Karauli,2025-03,987,565
Rajasthan,Karauli,2025-04,791,317
Rajasthan,Karauli,2025-05,640,341
Rajasthan,Karauli,2025-06,1075,438
Rajasthan,Karauli,2025-07,497,254
Rajasthan,Karauli,2025-08,1334,392
Rajasthan,Karauli,2025-09,1578,508
Rajasthan,Karauli,2025-10,1690,508
Rajasthan,Karauli,2025-11,1880,585
Rajasthan,Karauli,2025-12,1621,524
Rajasthan,Khairthal Tijara,2025-01,0,1
Rajasthan,Khairthal Tijara,2025-03,0,1
Rajasthan,Khairthal Tijara,2025-04,0,2
Rajasthan,Khairthal Tijara,2025-05,0,1
Rajasthan,Khairthal Tijara,2025-06,0,2
Rajasthan,Khairthal Tijara,2025-08,1,0
Rajasthan,Kota,2025-01,27204,29349
Rajasthan,Kota,2025-02,682,744
Rajasthan,Kota,2025-03,857,893
Rajasthan,Kota,2025-04,636,559
Rajasthan,Kota,2025-05,489,526
Rajasthan,Kota,2025-06,639,608
Rajasthan,Kota,2025-07,461,383
Rajasthan,Kota,2025-08,1134,583
Rajasthan,Kota,2025-09,1330,886
Rajasthan,Kota,2025-10,1135,836
Rajasthan,Kota,2025-11,1225,979
Rajasthan,Kota,2025-12,1186,780
Rajasthan,Kotputli Behror,2025-01,0,1
Rajasthan,Kotputli Behror,2025-02,0,1
Rajasthan,Kotputli Behror,2025-03,0,1
Rajasthan,Kotputli Behror,2025-08,0,1
Rajasthan,Kotputli Behror,2025-09,1,0
Rajasthan,Kotputli Behror,2025-10,0,1
Rajasthan,Nagaur,2025-01,53068,64729
Rajasthan,Nagaur,2025-02,1704,1604
Rajasthan,Nagaur,2025-03,2266,1916
Rajasthan,Nagaur,2025-04,1229,965
Rajasthan,Nagaur,2025-05,1010,1007
Rajasthan,Nagaur,2025-06,1562,1225
Rajasthan,Nagaur,2025-07,708,706
Rajasthan,Nagaur,2025-08,3067,1500
Rajasthan,Nagaur,2025-09,3467,1792
Rajasthan,Nagaur,2025-10,3002,1808
Rajasthan,Nagaur,2025-11,3525,2052
Rajasthan,Nagaur,2025-12,3293,1959
Rajasthan,Pali,2025-01,37806,54698
Rajasthan,Pali,2025-02,1096,1309
Rajasthan,Pali,2025-03,1312,1634
Rajasthan,Pali,2025-04,727,896
Rajasthan,Pali,2025-05,658,887
Rajasthan,Pali,2025-06,786,1010
Rajasthan,Pali,2025-07,425,551
Rajasthan,Pali,2025-08,1797,1182
Rajasthan,Pali,2025-09,2211,1572
Rajasthan,Pali,2025-10,2014,1454
Rajasthan,Pali,2025-11,2277,1765
Rajasthan,Pali,2025-12,2075,1585
Rajasthan,Phalodi,2025-12,0,1
Rajasthan,Pratapgarh,2025-01,18312,14040
Rajasthan,Pratapgarh,2025-02,559,487
Rajasthan,Pratapgarh,2025-03,701,580
Rajasthan,Pratapgarh,2025-04,295,274
Rajasthan,Pratapgarh,2025-05,795,334
Rajasthan,Pratapgarh,2025-06,407,275
Rajasthan,Pratapgarh,2025-07,343,144
Rajasthan,Pratapgarh,2025-08,1102,325
Rajasthan,Pratapgarh,2025-09,1199,434
Rajasthan,Pratapgarh,2025-10,1178,444
Rajasthan,Pratapgarh,2025-11,1251,520
Rajasthan,Pratapgarh,2025-12,927,506
Rajasthan,Rajsamand,2025-01,16905,16840
Rajasthan,Rajsamand,2025-02,550,474
Rajasthan,Rajsamand,2025-03,536,477
Rajasthan,Rajsamand,2025-04,438,300
Rajasthan,Rajsamand,2025-05,464,365
Rajasthan,Rajsamand,2025-06,320,354
Rajasthan,Rajsamand,2025-07,191,252
Rajasthan,Rajsamand,2025-08,1120,475
Rajasthan,Rajsamand,2025-09,1150,555
Rajasthan,Rajsamand,2025-10,908,507
Rajasthan,Rajsamand,2025-11,1130,706
Rajasthan,Rajsamand,2025-12,1065,516
Rajasthan,Sawai Madhopur,2025-01,21428,23920
Rajasthan,Sawai Madhopur,2025-02,763,685
Rajasthan,Sawai Madhopur,2025-03,976,783
Rajasthan,Sawai Madhopur,2025-04,602,445
Rajasthan,Sawai Madhopur,2025-05,802,529
Rajasthan,Sawai Madhopur,2025-06,893,682
Rajasthan,Sawai Madhopur,2025-07,484,379
Rajasthan,Sawai Madhopur,2025-08,1282,535
Rajasthan,Sawai Madhopur,2025-09,1418,706
Rajasthan,Sawai Madhopur,2025-10,1174,633
Rajasthan,Sawai Madhopur,2025-11,1321,758
Rajasthan,Sawai Madhopur,2025-12,1222,735
Rajasthan,Sikar,2025-01,40389,59798
Rajasthan,Sikar,2025-02,1215,1190
Rajasthan,Sikar,2025-03,1676,1530
Rajasthan,Sikar,2025-04,1238,924
Rajasthan,Sikar,2025-05,739,900
Rajasthan,Sikar,2025-06,1406,1099
Rajasthan,Sikar,2025-07,365,491
Rajasthan,Sikar,2025-08,2448,1141
Rajasthan,Sikar,2025-09,2362,1470
Rajasthan,Sikar,2025-10,1854,1165
Rajasthan,Sikar,2025-11,2002,1543
Rajasthan,Sikar,2025-12,1968,1535
Rajasthan,Sirohi,2025-01,15356,21806
Rajasthan,Sirohi,2025-02,840,672
Rajasthan,Sirohi,2025-03,887,679
Rajasthan,Sirohi,2025-04,448,345
Rajasthan,Sirohi,2025-05,348,358
Rajasthan,Sirohi,2025-06,559,433
Rajasthan,Sirohi,2025-07,290,273
Rajasthan,Sirohi,2025-08,940,461
Rajasthan,Sirohi,2025-09,1202,594
Rajasthan,Sirohi,2025-10,1068,466
Rajasthan,Sirohi,2025-11,1270,595
Rajasthan,Sirohi,2025-12,1372,613
Rajasthan,Tonk,2025-01,20265,24631
Rajasthan,Tonk,2025-02,592,618
Rajasthan,Tonk,2025-03,868,631
Rajasthan,Tonk,2025-04,766,406
Rajasthan,Tonk,2025-05,689,439
Rajasthan,Tonk,2025-06,1086,450
Rajasthan,Tonk,2025-07,376,336
Rajasthan,Tonk,2025-08,1489,536
Rajasthan,Tonk,2025-09,1493,661
Rajasthan,Tonk,2025-10,1053,581
Rajasthan,Tonk,2025-11,1574,828
Rajasthan,Tonk,2025-12,1379,740
Rajasthan,Udaipur,2025-01,49011,53174
Rajasthan,Udaipur,2025-02,1440,1369
Rajasthan,Udaipur,2025-03,1839,1550
Rajasthan,Udaipur,2025-04,1242,893
Rajasthan,Udaipur,2025-05,1115,929
Rajasthan,Udaipur,2025-06,1161,1155
Rajasthan,Udaipur,2025-07,586,680
Rajasthan,Udaipur,2025-08,2513,1215
Rajasthan,Udaipur,2025-09,2931,1675
Rajasthan,Udaipur,2025-10,2636,1319
Rajasthan,Udaipur,2025-11,3328,1703
Rajasthan,Udaipur,2025-12,3418,1630
Sikkim,East,2025-01,1650,2307
Sikkim,East,2025-02,22,45
Sikkim,East,2025-03,22,37
Sikkim,East,2025-04,10,31
Sikkim,East,2025-05,44,41
Sikkim,East,2025-06,53,27
Sikkim,East,2025-07,45,19
Sikkim,East,2025-08,27,36
Sikkim,East,2025-09,34,28
Sikkim,East,2025-10,75,44
Sikkim,East,2025-11,64,36
Sikkim,East,2025-12,52,47
Sikkim,East Sikkim,2025-01,1514,1094
Sikkim,East Sikkim,2025-02,25,16
Sikkim,East Sikkim,2025-03,27,25
Sikkim,East Sikkim,2025-04,22,18
Sikkim,East Sikkim,2025-05,67,19
Sikkim,East Sikkim,2025-06,67,14
Sikkim,East Sikkim,2025-07,48,7
Sikkim,East Sikkim,2025-08,39,16
Sikkim,East Sikkim,2025-09,35,11
Sikkim,East Sikkim,2025-10,86,19
Sikkim,East Sikkim,2025-11,84,16
Sikkim,East Sikkim,2025-12,81,32
Sikkim,Namchi,2025-03,0,2
Sikkim,Namchi,2025-11,0,1
Sikkim,North,2025-01,41,59
Sikkim,North,2025-02,1,7
Sikkim,North,2025-03,0,4
Sikkim,North,2025-04,2,0
Sikkim,North,2025-05,4,3
Sikkim,North,2025-06,5,2
Sikkim,North,2025-07,2,1
Sikkim,North,2025-08,4,7
Sikkim,North,2025-09,2,2
Sikkim,North,2025-10,1,1
Sikkim,North,2025-11,3,7
Sikkim,North,2025-12,4,7
Sikkim,North Sikkim,2025-01,251,181
Sikkim,North Sikkim,2025-02,11,5
Sikkim,North Sikkim,2025-03,15,7
Sikkim,North Sikkim,2025-04,7,6
Sikkim,North Sikkim,2025-05,18,6
Sikkim,North Sikkim,2025-06,18,4
Sikkim,North Sikkim,2025-07,29,1
Sikkim,North Sikkim,2025-08,12,7
Sikkim,North Sikkim,2025-09,7,6
Sikkim,North Sikkim,2025-10,12,4
Sikkim,North Sikkim,2025-11,12,4
Sikkim,North Sikkim,2025-12,14,6
Sikkim,South,2025-01,797,1539
Sikkim,South,2025-02,9,24
Sikkim,South,2025-03,16,39
Sikkim,South,2025-04,2,34
Sikkim,South,2025-05,12,27
Sikkim,South,2025-06,15,15
Sikkim,South,2025-07,8,9
Sikkim,South,2025-08,9,22
Sikkim,South,2025-09,8,29
Sikkim,South,2025-10,9,14
Sikkim,South,2025-11,6,21
Sikkim,South,2025-12,13,26
Sikkim,South Sikkim,2025-01,986,582
Sikkim,South Sikkim,2025-02,12,6
Sikkim,South Sikkim,2025-03,16,10
Sikkim,South Sikkim,2025-04,9,5
Sikkim,South Sikkim,2025-05,19,16
Sikkim,South Sikkim,2025-06,21,6
Sikkim,South Sikkim,2025-07,10,2
Sikkim,South Sikkim,2025-08,9,3
Sikkim,South Sikkim,2025-09,12,5
Sikkim,South Sikkim,2025-10,9,7
Sikkim,South Sikkim,2025-11,26,8
Sikkim,South Sikkim,2025-12,26,11
Sikkim,West,2025-01,1346,1701
Sikkim,West,2025-02,15,23
Sikkim,West,2025-03,16,20
Sikkim,West,2025-04,3,11
Sikkim,West,2025-05,16,18
Sikkim,West,2025-06,8,12
Sikkim,West,2025-07,7,6
Sikkim,West,2025-08,11,22
Sikkim,West,2025-09,8,22
Sikkim,West,2025-10,12,14
Sikkim,West,2025-11,5,16
Sikkim,West,2025-12,13,26
Sikkim,West Sikkim,2025-01,1939,843
Sikkim,West Sikkim,2025-02,23,9
Sikkim,West Sikkim,2025-03,16,7
Sikkim,West Sikkim,2025-04,14,7
Sikkim,West Sikkim,2025-05,21,12
Sikkim,West Sikkim,2025-06,15,5
Sikkim,West Sikkim,2025-07,11,7
Sikkim,West Sikkim,2025-08,19,8
Sikkim,West Sikkim,2025-09,13,8
Sikkim,West Sikkim,2025-10,11,8
Sikkim,West Sikkim,2025-11,10,9
Sikkim,West Sikkim,2025-12,21,12
Tamil Nadu,Ariyalur,2025-01,18343,36616
Tamil Nadu,Ariyalur,2025-02,662,378
Tamil Nadu,Ariyalur,2025-03,627,381
Tamil Nadu,Ariyalur,2025-04,325,240
Tamil Nadu,Ariyalur,2025-05,498,262
Tamil Nadu,Ariyalur,2025-06,454,264
Tamil Nadu,Ariyalur,2025-07,346,165
Tamil Nadu,Ariyalur,2025-08,668,502
Tamil Nadu,Ariyalur,2025-09,490,311
Tamil Nadu,Ariyalur,2025-10,557,417
Tamil Nadu,Ariyalur,2025-11,620,415
Tamil Nadu,Ariyalur,2025-12,775,539
Tamil Nadu,Chengalpattu,2025-01,1306,1385
Tamil Nadu,Chengalpattu,2025-02,192,31
Tamil Nadu,Chengalpattu,2025-03,105,29
Tamil Nadu,Chengalpattu,2025-04,91,32
Tamil Nadu,Chengalpattu,2025-05,100,22
Tamil Nadu,Chengalpattu,2025-06,121,43
Tamil Nadu,Chengalpattu,2025-07,72,14
Tamil Nadu,Chengalpattu,2025-08,119,53
Tamil Nadu,Chengalpattu,2025-09,73,37
Tamil Nadu,Chengalpattu,2025-10,142,43
Tamil Nadu,Chengalpattu,2025-11,113,29
Tamil Nadu,Chengalpattu,2025-12,113,65
Tamil Nadu,Chennai,2025-01,51743,85156
Tamil Nadu,Chennai,2025-02,3339,1214
Tamil Nadu,Chennai,2025-03,2201,1367
Tamil Nadu,Chennai,2025-04,2325,1188
Tamil Nadu,Chennai,2025-05,1978,1061
Tamil Nadu,Chennai,2025-06,2746,1348
Tamil Nadu,Chennai,2025-07,1904,753
Tamil Nadu,Chennai,2025-08,2887,1658
Tamil Nadu,Chennai,2025-09,2122,1403
Tamil Nadu,Chennai,2025-10,2543,1626
Tamil Nadu,Chennai,2025-11,2432,1822
Tamil Nadu,Chennai,2025-12,2764,2210
Tamil Nadu,Coimbatore,2025-01,48917,99517
Tamil Nadu,Coimbatore,2025-02,1523,1799
Tamil Nadu,Coimbatore,2025-03,997,1854
Tamil Nadu,Coimbatore,2025-04,815,1384
Tamil Nadu,Coimbatore,2025-05,814,1367
Tamil Nadu,Coimbatore,2025-06,1404,1716
Tamil Nadu,Coimbatore,2025-07,519,915
Tamil Nadu,Coimbatore,2025-08,1172,2211
Tamil Nadu,Coimbatore,2025-09,809,1786
Tamil Nadu,Coimbatore,2025-10,1045,1891
Tamil Nadu,Coimbatore,2025-11,1091,2019
Tamil Nadu,Coimbatore,2025-12,1267,2664
Tamil Nadu,Cuddalore,2025-01,50217,46783
Tamil Nadu,Cuddalore,2025-02,2794,1268
Tamil Nadu,Cuddalore,2025-03,2024,1185
Tamil Nadu,Cuddalore,2025-04,1744,1075
Tamil Nadu,Cuddalore,2025-05,1943,933
Tamil Nadu,Cuddalore,2025-06,2202,1065
Tamil Nadu,Cuddalore,2025-07,986,637
Tamil Nadu,Cuddalore,2025-08,2160,1367
Tamil Nadu,Cuddalore,2025-09,1522,1013
Tamil Nadu,Cuddalore,2025-10,1643,1151
Tamil Nadu,Cuddalore,2025-11,1812,1274
Tamil Nadu,Cuddalore,2025-12,1761,1643
Tamil Nadu,Dharmapuri,2025-01,36152,23647
Tamil Nadu,Dharmapuri,2025-02,1563,688
Tamil Nadu,Dharmapuri,2025-03,1091,577
Tamil Nadu,Dharmapuri,2025-04,1008,431
Tamil Nadu,Dharmapuri,2025-05,1213,461
Tamil Nadu,Dharmapuri,2025-06,1250,480
Tamil Nadu,Dharmapuri,2025-07,650,237
Tamil Nadu,Dharmapuri,2025-08,1506,599
Tamil Nadu,Dharmapuri,2025-09,1021,431
Tamil Nadu,Dharmapuri,2025-10,1012,522
Tamil Nadu,Dharmapuri,2025-11,1418,509
Tamil Nadu,Dharmapuri,2025-12,1722,726
Tamil Nadu,Dindigul,2025-01,39112,83695
Tamil Nadu,Dindigul,2025-02,1496,1715
Tamil Nadu,Dindigul,2025-03,1182,1534
Tamil Nadu,Dindigul,2025-04,919,1255
Tamil Nadu,Dindigul,2025-05,847,1194
Tamil Nadu,Dindigul,2025-06,1149,1388
Tamil Nadu,Dindigul,2025-07,567,853
Tamil Nadu,Dindigul,2025-08,1164,1792
Tamil Nadu,Dindigul,2025-09,994,1401
Tamil Nadu,Dindigul,2025-10,1012,1488
Tamil Nadu,Dindigul,2025-11,1065,1740
Tamil Nadu,Dindigul,2025-12,1205,2182
Tamil Nadu,Erode,2025-01,30643,53443
Tamil Nadu,Erode,2025-02,1988,1270
Tamil Nadu,Erode,2025-03,1523,1174
Tamil Nadu,Erode,2025-04,1383,1131
Tamil Nadu,Erode,2025-05,1305,932
Tamil Nadu,Erode,2025-06,1413,1171
Tamil Nadu,Erode,2025-07,891,568
Tamil Nadu,Erode,2025-08,1546,1388
Tamil Nadu,Erode,2025-09,791,1003
Tamil Nadu,Erode,2025-10,1269,1266
Tamil Nadu,Erode,2025-11,1096,1322
Tamil Nadu,Erode,2025-12,1039,1647
Tamil Nadu,Kallakurichi,2025-01,1406,1432
Tamil Nadu,Kallakurichi,2025-02,68,45
Tamil Nadu,Kallakurichi,2025-03,44,49
Tamil Nadu,Kallakurichi,2025-04,56,30
Tamil Nadu,Kallakurichi,2025-05,39,25
Tamil Nadu,Kallakurichi,2025-06,44,27
Tamil Nadu,Kallakurichi,2025-07,25,24
Tamil Nadu,Kallakurichi,2025-08,63,38
Tamil Nadu,Kallakurichi,2025-09,44,29
Tamil Nadu,Kallakurichi,2025-10,33,30
Tamil Nadu,Kallakurichi,2025-11,47,27
Tamil Nadu,Kallakurichi,2025-12,47,50
Tamil Nadu,Kancheepuram,2025-01,61404,75747
Tamil Nadu,Kancheepuram,2025-02,3499,1456
Tamil Nadu,Kancheepuram,2025-03,2429,1290
Tamil Nadu,Kancheepuram,2025-04,2759,1308
Tamil Nadu,Kancheepuram,2025-05,2458,1157
Tamil Nadu,Kancheepuram,2025-06,2760,1452
Tamil Nadu,Kancheepuram,2025-07,1606,629
Tamil Nadu,Kancheepuram,2025-08,2856,1874
Tamil Nadu,Kancheepuram,2025-09,1826,1370
Tamil Nadu,Kancheepuram,2025-10,2848,1800
Tamil Nadu,Kancheepuram,2025-11,2456,1705
Tamil Nadu,Kancheepuram,2025-12,2596,2346
Tamil Nadu,Kanchipuram,2025-02,0,1
Tamil Nadu,Kanchipuram,2025-05,0,1
Tamil Nadu,Kanchipuram,2025-07,0,1
Tamil Nadu,Kanchipuram,2025-08,0,1
Tamil Nadu,Kanniyakumari,2025-01,12022,28090
Tamil Nadu,Kanniyakumari,2025-02,859,536
Tamil Nadu,Kanniyakumari,2025-03,585,442
Tamil Nadu,Kanniyakumari,2025-04,646,485
Tamil Nadu,Kanniyakumari,2025-05,585,377
Tamil Nadu,Kanniyakumari,2025-06,775,546
Tamil Nadu,Kanniyakumari,2025-07,377,232
Tamil Nadu,Kanniyakumari,2025-08,900,685
Tamil Nadu,Kanniyakumari,2025-09,620,549
Tamil Nadu,Kanniyakumari,2025-10,704,760
Tamil Nadu,Kanniyakumari,2025-11,667,661
Tamil Nadu,Kanniyakumari,2025-12,534,767
Tamil Nadu,Kanyakumari,2025-01,9106,5572
Tamil Nadu,Kanyakumari,2025-02,814,108
Tamil Nadu,Kanyakumari,2025-03,544,91
Tamil Nadu,Kanyakumari,2025-04,525,98
Tamil Nadu,Kanyakumari,2025-05,512,80
Tamil Nadu,Kanyakumari,2025-06,577,109
Tamil Nadu,Kanyakumari,2025-07,253,37
Tamil Nadu,Kanyakumari,2025-08,655,117
Tamil Nadu,Kanyakumari,2025-09,366,90
Tamil Nadu,Kanyakumari,2025-10,606,113
Tamil Nadu,Kanyakumari,2025-11,485,118
Tamil Nadu,Kanyakumari,2025-12,552,109
Tamil Nadu,Karur,2025-01,15826,19366
Tamil Nadu,Karur,2025-02,510,391
Tamil Nadu,Karur,2025-03,408,301
Tamil Nadu,Karur,2025-04,461,349
Tamil Nadu,Karur,2025-05,346,260
Tamil Nadu,Karur,2025-06,490,358
Tamil Nadu,Karur,2025-07,224,182
Tamil Nadu,Karur,2025-08,470,448
Tamil Nadu,Karur,2025-09,381,307
Tamil Nadu,Karur,2025-10,565,504
Tamil Nadu,Karur,2025-11,397,579
Tamil Nadu,Karur,2025-12,672,703
Tamil Nadu,Krishnagiri,2025-01,37932,30231
Tamil Nadu,Krishnagiri,2025-02,1767,730
Tamil Nadu,Krishnagiri,2025-03,1739,739
Tamil Nadu,Krishnagiri,2025-04,1974,798
Tamil Nadu,Krishnagiri,2025-05,1350,509
Tamil Nadu,Krishnagiri,2025-06,1443,663
Tamil Nadu,Krishnagiri,2025-07,610,223
Tamil Nadu,Krishnagiri,2025-08,1444,849
Tamil Nadu,Krishnagiri,2025-09,879,628
Tamil Nadu,Krishnagiri,2025-10,1251,810
Tamil Nadu,Krishnagiri,2025-11,1143,870
Tamil Nadu,Krishnagiri,2025-12,1664,977
Tamil Nadu,Madurai,2025-01,53302,79309
Tamil Nadu,Madurai,2025-02,2738,1299
Tamil Nadu,Madurai,2025-03,1972,1276
Tamil Nadu,Madurai,2025-04,2099,1320
Tamil Nadu,Madurai,2025-05,1547,993
Tamil Nadu,Madurai,2025-06,1818,1182
Tamil Nadu,Madurai,2025-07,879,621
Tamil Nadu,Madurai,2025-08,2260,1609
Tamil Nadu,Madurai,2025-09,1282,1241
Tamil Nadu,Madurai,2025-10,2174,1674
Tamil Nadu,Madurai,2025-11,1881,1528
Tamil Nadu,Madurai,2025-12,2071,1909
Tamil Nadu,Mayiladuthurai,2025-01,1289,428
Tamil Nadu,Mayiladuthurai,2025-02,90,25
Tamil Nadu,Mayiladuthurai,2025-03,79,20
Tamil Nadu,Mayiladuthurai,2025-04,60,22
Tamil Nadu,Mayiladuthurai,2025-05,55,11
Tamil Nadu,Mayiladuthurai,2025-06,107,16
Tamil Nadu,Mayiladuthurai,2025-07,50,7
Tamil Nadu,Mayiladuthurai,2025-08,102,20
Tamil Nadu,Mayiladuthurai,2025-09,59,15
Tamil Nadu,Mayiladuthurai,2025-10,124,17
Tamil Nadu,Mayiladuthurai,2025-11,100,16
Tamil Nadu,Mayiladuthurai,2025-12,78,29
Tamil Nadu,Nagapattinam,2025-01,20997,26079
Tamil Nadu,Nagapattinam,2025-02,643,842
Tamil Nadu,Nagapattinam,2025-03,621,747
Tamil Nadu,Nagapattinam,2025-04,609,792
Tamil Nadu,Nagapattinam,2025-05,429,563
Tamil Nadu,Nagapattinam,2025-06,684,660
Tamil Nadu,Nagapattinam,2025-07,319,395
Tamil Nadu,Nagapattinam,2025-08,856,880
Tamil Nadu,Nagapattinam,2025-09,469,627
Tamil Nadu,Nagapattinam,2025-10,780,922
Tamil Nadu,Nagapattinam,2025-11,675,890
Tamil Nadu,Nagapattinam,2025-12,597,1212
Tamil Nadu,Namakkal,2025-01,23225,49841
Tamil Nadu,Namakkal,2025-02,1764,1032
Tamil Nadu,Namakkal,2025-03,1048,821
Tamil Nadu,Namakkal,2025-04,1235,837
Tamil Nadu,Namakkal,2025-05,966,678
Tamil Nadu,Namakkal,2025-06,1059,830
Tamil Nadu,Namakkal,2025-07,564,375
Tamil Nadu,Namakkal,2025-08,1084,1160
Tamil Nadu,Namakkal,2025-09,516,807
Tamil Nadu,Namakkal,2025-10,894,1199
Tamil Nadu,Namakkal,2025-11,754,1241
Tamil Nadu,Namakkal,2025-12,846,1528
Tamil Nadu,Perambalur,2025-01,16627,18436
Tamil Nadu,Perambalur,2025-02,479,627
Tamil Nadu,Perambalur,2025-03,440,548
Tamil Nadu,Perambalur,2025-04,372,394
Tamil Nadu,Perambalur,2025-05,391,406
Tamil Nadu,Perambalur,2025-06,415,511
Tamil Nadu,Perambalur,2025-07,196,236
Tamil Nadu,Perambalur,2025-08,391,649
Tamil Nadu,Perambalur,2025-09,194,414
Tamil Nadu,Perambalur,2025-10,368,629
Tamil Nadu,Perambalur,2025-11,299,664
Tamil Nadu,Perambalur,2025-12,309,757
Tamil Nadu,Pudukkottai,2025-01,29074,47341
Tamil Nadu,Pudukkottai,2025-02,1203,1336
Tamil Nadu,Pudukkottai,2025-03,987,1067
Tamil Nadu,Pudukkottai,2025-04,977,1193
Tamil Nadu,Pudukkottai,2025-05,716,859
Tamil Nadu,Pudukkottai,2025-06,1229,1000
Tamil Nadu,Pudukkottai,2025-07,303,415
Tamil Nadu,Pudukkottai,2025-08,1069,1408
Tamil Nadu,Pudukkottai,2025-09,736,921
Tamil Nadu,Pudukkottai,2025-10,1080,1369
Tamil Nadu,Pudukkottai,2025-11,1316,1310
Tamil Nadu,Pudukkottai,2025-12,1409,1428
Tamil Nadu,Ramanathapuram,2025-01,26321,36255
Tamil Nadu,Ramanathapuram,2025-02,949,718
Tamil Nadu,Ramanathapuram,2025-03,863,654
Tamil Nadu,Ramanathapuram,2025-04,858,682
Tamil Nadu,Ramanathapuram,2025-05,677,509
Tamil Nadu,Ramanathapuram,2025-06,1020,645
Tamil Nadu,Ramanathapuram,2025-07,270,219
Tamil Nadu,Ramanathapuram,2025-08,962,800
Tamil Nadu,Ramanathapuram,2025-09,575,603
Tamil Nadu,Ramanathapuram,2025-10,774,911
Tamil Nadu,Ramanathapuram,2025-11,659,810
Tamil Nadu,Ramanathapuram,2025-12,623,1021
Tamil Nadu,Ranipet,2025-01,81,86
Tamil Nadu,Ranipet,2025-02,13,2
Tamil Nadu,Ranipet,2025-03,14,5
Tamil Nadu,Ranipet,2025-04,20,5
Tamil Nadu,Ranipet,2025-05,13,6
Tamil Nadu,Ranipet,2025-06,15,8
Tamil Nadu,Ranipet,2025-07,5,2
Tamil Nadu,Ranipet,2025-08,20,4
Tamil Nadu,Ranipet,2025-09,6,4
Tamil Nadu,Ranipet,2025-10,22,7
Tamil Nadu,Ranipet,2025-11,8,2
Tamil Nadu,Ranipet,2025-12,17,5
Tamil Nadu,Salem,2025-01,72535,81497
Tamil Nadu,Salem,2025-02,2409,1495
Tamil Nadu,Salem,2025-03,1801,1430
Tamil Nadu,Salem,2025-04,1808,1439
Tamil Nadu,Salem,2025-05,1438,1082
Tamil Nadu,Salem,2025-06,2254,1562
Tamil Nadu,Salem,2025-07,890,652
Tamil Nadu,Salem,2025-08,2534,1951
Tamil Nadu,Salem,2025-09,1476,1517
Tamil Nadu,Salem,2025-10,2205,1912
Tamil Nadu,Salem,2025-11,1963,1861
Tamil Nadu,Salem,2025-12,2292,2342
Tamil Nadu,Sivaganga,2025-01,22407,32668
Tamil Nadu,Sivaganga,2025-02,940,677
Tamil Nadu,Sivaganga,2025-03,897,739
Tamil Nadu,Sivaganga,2025-04,1036,604
