state,district,month,demo_age_5_17,demo_age_17_
Rajasthan,Chittaurgarh,2025-02,3,37
Rajasthan,Chittaurgarh,2025-03,3,56
Rajasthan,Chittaurgarh,2025-04,2,74
Rajasthan,Chittaurgarh,2025-05,1,46
Rajasthan,Chittaurgarh,2025-06,0,38
Rajasthan,Chittaurgarh,2025-07,3,33
Rajasthan,Chittaurgarh,2025-08,2,86
Rajasthan,Chittaurgarh,2025-09,2,26
Rajasthan,Chittaurgarh,2025-10,6,60
Rajasthan,Chittaurgarh,2025-11,1,62
Rajasthan,Chittaurgarh,2025-12,1,85
Rajasthan,Chittorgarh,2025-01,1646,25600
Rajasthan,Chittorgarh,2025-02,77,539
Rajasthan,Chittorgarh,2025-03,122,791
Rajasthan,Chittorgarh,2025-04,97,764
Rajasthan,Chittorgarh,2025-05,75,551
Rajasthan,Chittorgarh,2025-06,67,502
Rajasthan,Chittorgarh,2025-07,63,441
Rajasthan,Chittorgarh,2025-08,155,977
Rajasthan,Chittorgarh,2025-09,81,670
Rajasthan,Chittorgarh,2025-10,134,856
Rajasthan,Chittorgarh,2025-11,132,852
Rajasthan,Chittorgarh,2025-12,168,1068
Rajasthan,Churu,2025-01,2843,28086
Rajasthan,Churu,2025-02,99,645
Rajasthan,Churu,2025-03,171,1067
Rajasthan,Churu,2025-04,116,844
Rajasthan,Churu,2025-05,97,636
Rajasthan,Churu,2025-06,101,657
Rajasthan,Churu,2025-07,72,497
Rajasthan,Churu,2025-08,170,1061
Rajasthan,Churu,2025-09,137,729
Rajasthan,Churu,2025-10,142,803
Rajasthan,Churu,2025-11,119,739
Rajasthan,Churu,2025-12,168,1079
Rajasthan,Dausa,2025-01,1607,17601
Rajasthan,Dausa,2025-02,122,618
Rajasthan,Dausa,2025-03,144,690
Rajasthan,Dausa,2025-04,77,605
Rajasthan,Dausa,2025-05,84,512
Rajasthan,Dausa,2025-06,103,521
Rajasthan,Dausa,2025-07,80,457
Rajasthan,Dausa,2025-08,136,756
Rajasthan,Dausa,2025-09,88,476
Rajasthan,Dausa,2025-10,123,590
Rajasthan,Dausa,2025-11,127,553
Rajasthan,Dausa,2025-12,169,802
Rajasthan,Deeg,2025-01,2,25
Rajasthan,Deeg,2025-02,5,42
Rajasthan,Deeg,2025-03,4,40
Rajasthan,Deeg,2025-04,3,29
Rajasthan,Deeg,2025-05,5,42
Rajasthan,Deeg,2025-06,0,32
Rajasthan,Deeg,2025-07,2,28
Rajasthan,Deeg,2025-08,7,29
Rajasthan,Deeg,2025-09,2,13
Rajasthan,Deeg,2025-10,3,33
Rajasthan,Deeg,2025-11,2,40
Rajasthan,Deeg,2025-12,6,37
Rajasthan,Dhaulpur,2025-01,0,12
Rajasthan,Dhaulpur,2025-02,0,20
Rajasthan,Dhaulpur,2025-03,3,15
Rajasthan,Dhaulpur,2025-04,0,21
Rajasthan,Dhaulpur,2025-05,0,6
Rajasthan,Dhaulpur,2025-06,0,13
Rajasthan,Dhaulpur,2025-07,0,10
Rajasthan,Dhaulpur,2025-08,0,7
Rajasthan,Dhaulpur,2025-09,0,21
Rajasthan,Dhaulpur,2025-10,1,18
Rajasthan,Dhaulpur,2025-11,0,16
Rajasthan,Dhaulpur,2025-12,0,6
Rajasthan,Dholpur,2025-01,3108,32420
Rajasthan,Dholpur,2025-02,137,761
Rajasthan,Dholpur,2025-03,165,789
Rajasthan,Dholpur,2025-04,144,809
Rajasthan,Dholpur,2025-05,90,532
Rajasthan,Dholpur,2025-06,117,557
Rajasthan,Dholpur,2025-07,81,384
Rajasthan,Dholpur,2025-08,168,778
Rajasthan,Dholpur,2025-09,115,618
Rajasthan,Dholpur,2025-10,142,826
Rajasthan,Dholpur,2025-11,133,778
Rajasthan,Dholpur,2025-12,194,993
Rajasthan,Didwana Kuchaman,2025-01,0,6
Rajasthan,Didwana Kuchaman,2025-02,1,10
Rajasthan,Didwana Kuchaman,2025-03,0,17
Rajasthan,Didwana Kuchaman,2025-04,1,20
Rajasthan,Didwana Kuchaman,2025-05,1,10
Rajasthan,Didwana Kuchaman,2025-06,0,9
Rajasthan,Didwana Kuchaman,2025-07,2,8
Rajasthan,Didwana Kuchaman,2025-08,2,14
Rajasthan,Didwana Kuchaman,2025-09,1,11
Rajasthan,Didwana Kuchaman,2025-10,1,10
Rajasthan,Didwana Kuchaman,2025-11,4,20
Rajasthan,Didwana Kuchaman,2025-12,3,33
Rajasthan,Dungarpur,2025-01,792,42723
Rajasthan,Dungarpur,2025-02,115,1051
Rajasthan,Dungarpur,2025-03,117,1211
Rajasthan,Dungarpur,2025-04,79,772
Rajasthan,Dungarpur,2025-05,57,431
Rajasthan,Dungarpur,2025-06,65,602
Rajasthan,Dungarpur,2025-07,51,428
Rajasthan,Dungarpur,2025-08,113,975
Rajasthan,Dungarpur,2025-09,76,622
Rajasthan,Dungarpur,2025-10,109,1056
Rajasthan,Dungarpur,2025-11,103,998
Rajasthan,Dungarpur,2025-12,138,1140
Rajasthan,Ganganagar,2025-01,1627,23371
Rajasthan,Ganganagar,2025-02,83,709
Rajasthan,Ganganagar,2025-03,139,1043
Rajasthan,Ganganagar,2025-04,122,921
Rajasthan,Ganganagar,2025-05,62,632
Rajasthan,Ganganagar,2025-06,58,529
Rajasthan,Ganganagar,2025-07,37,302
Rajasthan,Ganganagar,2025-08,88,760
Rajasthan,Ganganagar,2025-09,67,601
Rajasthan,Ganganagar,2025-10,102,932
Rajasthan,Ganganagar,2025-11,123,824
Rajasthan,Ganganagar,2025-12,134,1036
Rajasthan,Hanumangarh,2025-01,2891,32711
Rajasthan,Hanumangarh,2025-02,94,680
Rajasthan,Hanumangarh,2025-03,92,751
Rajasthan,Hanumangarh,2025-04,96,717
Rajasthan,Hanumangarh,2025-05,72,606
Rajasthan,Hanumangarh,2025-06,75,617
Rajasthan,Hanumangarh,2025-07,36,373
Rajasthan,Hanumangarh,2025-08,120,858
Rajasthan,Hanumangarh,2025-09,49,279
Rajasthan,Hanumangarh,2025-10,103,761
Rajasthan,Hanumangarh,2025-11,144,842
Rajasthan,Hanumangarh,2025-12,137,777
Rajasthan,Jaipur,2025-01,10220,88682
Rajasthan,Jaipur,2025-02,364,2879
Rajasthan,Jaipur,2025-03,523,3896
Rajasthan,Jaipur,2025-04,353,3171
Rajasthan,Jaipur,2025-05,361,2815
Rajasthan,Jaipur,2025-06,327,2404
Rajasthan,Jaipur,2025-07,292,2500
Rajasthan,Jaipur,2025-08,474,3650
Rajasthan,Jaipur,2025-09,280,2125
Rajasthan,Jaipur,2025-10,458,3570
Rajasthan,Jaipur,2025-11,450,3537
Rajasthan,Jaipur,2025-12,604,4765
Rajasthan,Jaisalmer,2025-01,718,7507
Rajasthan,Jaisalmer,2025-02,30,181
Rajasthan,Jaisalmer,2025-03,35,271
Rajasthan,Jaisalmer,2025-04,32,260
Rajasthan,Jaisalmer,2025-05,31,196
Rajasthan,Jaisalmer,2025-06,26,217
Rajasthan,Jaisalmer,2025-07,30,110
Rajasthan,Jaisalmer,2025-08,31,232
Rajasthan,Jaisalmer,2025-09,32,173
Rajasthan,Jaisalmer,2025-10,25,238
Rajasthan,Jaisalmer,2025-11,18,137
Rajasthan,Jaisalmer,2025-12,42,303
Rajasthan,Jalor,2025-01,1168,26621
Rajasthan,Jalor,2025-02,82,694
Rajasthan,Jalor,2025-03,88,830
Rajasthan,Jalor,2025-04,63,746
Rajasthan,Jalor,2025-05,45,434
Rajasthan,Jalor,2025-06,73,554
Rajasthan,Jalor,2025-07,58,475
Rajasthan,Jalor,2025-08,58,598
Rajasthan,Jalor,2025-09,75,567
Rajasthan,Jalor,2025-10,87,962
Rajasthan,Jalor,2025-11,97,797
Rajasthan,Jalor,2025-12,93,1006
Rajasthan,Jalore,2025-01,2,27
Rajasthan,Jalore,2025-02,2,27
Rajasthan,Jalore,2025-03,1,44
Rajasthan,Jalore,2025-04,0,18
Rajasthan,Jalore,2025-05,0,21
Rajasthan,Jalore,2025-06,2,17
Rajasthan,Jalore,2025-07,1,22
Rajasthan,Jalore,2025-08,1,27
Rajasthan,Jalore,2025-09,0,7
Rajasthan,Jalore,2025-10,3,24
Rajasthan,Jalore,2025-11,2,38
Rajasthan,Jalore,2025-12,1,53
Rajasthan,Jhalawar,2025-01,1985,34809
Rajasthan,Jhalawar,2025-02,98,639
Rajasthan,Jhalawar,2025-03,137,800
Rajasthan,Jhalawar,2025-04,84,732
Rajasthan,Jhalawar,2025-05,67,594
Rajasthan,Jhalawar,2025-06,82,664
Rajasthan,Jhalawar,2025-07,44,399
Rajasthan,Jhalawar,2025-08,116,1108
Rajasthan,Jhalawar,2025-09,96,702
Rajasthan,Jhalawar,2025-10,106,723
Rajasthan,Jhalawar,2025-11,89,699
Rajasthan,Jhalawar,2025-12,156,1133
Rajasthan,Jhunjhunu,2025-01,3,55
Rajasthan,Jhunjhunu,2025-02,2,77
Rajasthan,Jhunjhunu,2025-03,8,99
Rajasthan,Jhunjhunu,2025-04,1,72
Rajasthan,Jhunjhunu,2025-05,3,52
Rajasthan,Jhunjhunu,2025-06,3,55
Rajasthan,Jhunjhunu,2025-07,4,38
Rajasthan,Jhunjhunu,2025-08,5,75
Rajasthan,Jhunjhunu,2025-09,0,53
Rajasthan,Jhunjhunu,2025-10,4,72
Rajasthan,Jhunjhunu,2025-11,8,75
Rajasthan,Jhunjhunu,2025-12,5,86
Rajasthan,Jhunjhunun,2025-01,1316,14458
Rajasthan,Jhunjhunun,2025-02,107,785
Rajasthan,Jhunjhunun,2025-03,139,1034
Rajasthan,Jhunjhunun,2025-04,100,881
Rajasthan,Jhunjhunun,2025-05,85,698
Rajasthan,Jhunjhunun,2025-06,87,747
Rajasthan,Jhunjhunun,2025-07,48,410
Rajasthan,Jhunjhunun,2025-08,137,894
Rajasthan,Jhunjhunun,2025-09,72,574
Rajasthan,Jhunjhunun,2025-10,109,868
Rajasthan,Jhunjhunun,2025-11,132,893
Rajasthan,Jhunjhunun,2025-12,195,1141
Rajasthan,Jodhpur,2025-01,4260,60801
Rajasthan,Jodhpur,2025-02,149,1267
Rajasthan,Jodhpur,2025-03,241,1693
Rajasthan,Jodhpur,2025-04,146,1394
Rajasthan,Jodhpur,2025-05,159,1381
Rajasthan,Jodhpur,2025-06,183,1152
Rajasthan,Jodhpur,2025-07,97,871
Rajasthan,Jodhpur,2025-08,172,1464
Rajasthan,Jodhpur,2025-09,149,1002
Rajasthan,Jodhpur,2025-10,155,1592
Rajasthan,Jodhpur,2025-11,163,1406
Rajasthan,Jodhpur,2025-12,260,1976
Rajasthan,Karauli,2025-01,2062,17864
Rajasthan,Karauli,2025-02,115,631
Rajasthan,Karauli,2025-03,172,889
Rajasthan,Karauli,2025-04,105,731
Rajasthan,Karauli,2025-05,112,615
Rajasthan,Karauli,2025-06,96,545
Rajasthan,Karauli,2025-07,86,483
Rajasthan,Karauli,2025-08,157,869
Rajasthan,Karauli,2025-09,110,630
Rajasthan,Karauli,2025-10,168,833
Rajasthan,Karauli,2025-11,144,800
Rajasthan,Karauli,2025-12,184,978
Rajasthan,Khairthal Tijara,2025-01,0,24
Rajasthan,Khairthal Tijara,2025-02,3,31
Rajasthan,Khairthal Tijara,2025-03,3,24
Rajasthan,Khairthal Tijara,2025-04,1,20
Rajasthan,Khairthal Tijara,2025-05,1,19
Rajasthan,Khairthal Tijara,2025-06,1,15
Rajasthan,Khairthal Tijara,2025-07,0,17
Rajasthan,Khairthal Tijara,2025-08,3,25
Rajasthan,Khairthal Tijara,2025-09,3,18
Rajasthan,Khairthal Tijara,2025-10,2,13
Rajasthan,Khairthal Tijara,2025-11,2,24
Rajasthan,Khairthal Tijara,2025-12,3,34
Rajasthan,Kota,2025-01,3429,32699
Rajasthan,Kota,2025-02,114,1062
Rajasthan,Kota,2025-03,176,1179
Rajasthan,Kota,2025-04,99,1051
Rajasthan,Kota,2025-05,112,770
Rajasthan,Kota,2025-06,95,812
Rajasthan,Kota,2025-07,82,733
Rajasthan,Kota,2025-08,134,1076
Rajasthan,Kota,2025-09,111,755
Rajasthan,Kota,2025-10,117,1146
Rajasthan,Kota,2025-11,139,1198
Rajasthan,Kota,2025-12,165,1461
Rajasthan,Kotputli Behror,2025-01,0,6
Rajasthan,Kotputli Behror,2025-02,0,12
Rajasthan,Kotputli Behror,2025-03,1,8
Rajasthan,Kotputli Behror,2025-04,1,15
Rajasthan,Kotputli Behror,2025-05,0,3
Rajasthan,Kotputli Behror,2025-06,1,4
Rajasthan,Kotputli Behror,2025-07,1,10
Rajasthan,Kotputli Behror,2025-08,1,14
Rajasthan,Kotputli Behror,2025-09,1,7
Rajasthan,Kotputli Behror,2025-10,1,15
Rajasthan,Kotputli Behror,2025-11,0,4
Rajasthan,Kotputli Behror,2025-12,2,15
Rajasthan,Nagaur,2025-01,3162,40096
Rajasthan,Nagaur,2025-02,176,1108
Rajasthan,Nagaur,2025-03,206,1217
Rajasthan,Nagaur,2025-04,156,1140
Rajasthan,Nagaur,2025-05,125,892
Rajasthan,Nagaur,2025-06,168,1039
Rajasthan,Nagaur,2025-07,104,728
Rajasthan,Nagaur,2025-08,209,1312
Rajasthan,Nagaur,2025-09,104,767
Rajasthan,Nagaur,2025-10,171,1202
Rajasthan,Nagaur,2025-11,197,1252
Rajasthan,Nagaur,2025-12,262,1598
Rajasthan,Pali,2025-01,1607,26686
Rajasthan,Pali,2025-02,87,724
Rajasthan,Pali,2025-03,117,870
Rajasthan,Pali,2025-04,84,827
Rajasthan,Pali,2025-05,70,633
Rajasthan,Pali,2025-06,65,503
Rajasthan,Pali,2025-07,88,412
Rajasthan,Pali,2025-08,102,959
Rajasthan,Pali,2025-09,72,538
Rajasthan,Pali,2025-10,119,878
Rajasthan,Pali,2025-11,89,964
Rajasthan,Pali,2025-12,130,1011
Rajasthan,Phalodi,2025-01,0,3
Rajasthan,Phalodi,2025-02,0,6
Rajasthan,Phalodi,2025-03,0,3
Rajasthan,Phalodi,2025-04,0,2
Rajasthan,Phalodi,2025-05,0,3
Rajasthan,Phalodi,2025-06,0,3
Rajasthan,Phalodi,2025-07,0,4
Rajasthan,Phalodi,2025-08,2,6
Rajasthan,Phalodi,2025-09,0,1
Rajasthan,Phalodi,2025-10,0,1
Rajasthan,Phalodi,2025-11,0,10
Rajasthan,Phalodi,2025-12,1,4
Rajasthan,Pratapgarh,2025-01,1327,18711
Rajasthan,Pratapgarh,2025-02,34,659
Rajasthan,Pratapgarh,2025-03,56,497
Rajasthan,Pratapgarh,2025-04,45,513
Rajasthan,Pratapgarh,2025-05,55,562
Rajasthan,Pratapgarh,2025-06,39,274
Rajasthan,Pratapgarh,2025-07,22,304
Rajasthan,Pratapgarh,2025-08,72,791
Rajasthan,Pratapgarh,2025-09,35,507
Rajasthan,Pratapgarh,2025-10,49,585
Rajasthan,Pratapgarh,2025-11,64,744
Rajasthan,Pratapgarh,2025-12,81,977
Rajasthan,Rajsamand,2025-01,1808,20839
Rajasthan,Rajsamand,2025-02,54,491
Rajasthan,Rajsamand,2025-03,93,612
Rajasthan,Rajsamand,2025-04,57,647
Rajasthan,Rajsamand,2025-05,55,499
Rajasthan,Rajsamand,2025-06,55,337
Rajasthan,Rajsamand,2025-07,48,307
Rajasthan,Rajsamand,2025-08,85,661
Rajasthan,Rajsamand,2025-09,53,424
Rajasthan,Rajsamand,2025-10,78,670
Rajasthan,Rajsamand,2025-11,90,641
Rajasthan,Rajsamand,2025-12,118,795
Rajasthan,Salumbar,2025-01,0,2
Rajasthan,Salumbar,2025-02,1,6
Rajasthan,Salumbar,2025-03,0,9
Rajasthan,Salumbar,2025-04,0,7
Rajasthan,Salumbar,2025-05,0,8
Rajasthan,Salumbar,2025-06,0,4
Rajasthan,Salumbar,2025-07,0,2
Rajasthan,Salumbar,2025-09,2,6
Rajasthan,Salumbar,2025-10,1,3
Rajasthan,Salumbar,2025-11,0,4
Rajasthan,Salumbar,2025-12,3,9
Rajasthan,Sawai Madhopur,2025-01,1234,14642
Rajasthan,Sawai Madhopur,2025-02,81,565
Rajasthan,Sawai Madhopur,2025-03,75,632
Rajasthan,Sawai Madhopur,2025-04,80,630
Rajasthan,Sawai Madhopur,2025-05,49,418
Rajasthan,Sawai Madhopur,2025-06,68,560
Rajasthan,Sawai Madhopur,2025-07,80,490
Rajasthan,Sawai Madhopur,2025-08,107,679
Rajasthan,Sawai Madhopur,2025-09,72,452
Rajasthan,Sawai Madhopur,2025-10,90,744
Rajasthan,Sawai Madhopur,2025-11,99,659
Rajasthan,Sawai Madhopur,2025-12,124,857
Rajasthan,Sikar,2025-01,2746,23315
Rajasthan,Sikar,2025-02,127,957
Rajasthan,Sikar,2025-03,188,1157
Rajasthan,Sikar,2025-04,160,1272
Rajasthan,Sikar,2025-05,103,909
Rajasthan,Sikar,2025-06,124,1010
Rajasthan,Sikar,2025-07,94,607
Rajasthan,Sikar,2025-08,207,1294
Rajasthan,Sikar,2025-09,118,831
Rajasthan,Sikar,2025-10,151,1034
Rajasthan,Sikar,2025-11,177,1182
Rajasthan,Sikar,2025-12,247,1450
Rajasthan,Sirohi,2025-01,1337,15942
Rajasthan,Sirohi,2025-02,55,428
Rajasthan,Sirohi,2025-03,61,361
Rajasthan,Sirohi,2025-04,65,617
Rajasthan,Sirohi,2025-05,25,330
Rajasthan,Sirohi,2025-06,38,319
Rajasthan,Sirohi,2025-07,37,348
Rajasthan,Sirohi,2025-08,73,625
Rajasthan,Sirohi,2025-09,72,390
Rajasthan,Sirohi,2025-10,74,636
Rajasthan,Sirohi,2025-11,87,556
Rajasthan,Sirohi,2025-12,94,739
Rajasthan,Tonk,2025-01,2029,21459
Rajasthan,Tonk,2025-02,71,544
Rajasthan,Tonk,2025-03,77,457
Rajasthan,Tonk,2025-04,87,806
Rajasthan,Tonk,2025-05,92,613
Rajasthan,Tonk,2025-06,80,624
Rajasthan,Tonk,2025-07,95,502
Rajasthan,Tonk,2025-08,95,762
Rajasthan,Tonk,2025-09,57,393
Rajasthan,Tonk,2025-10,100,668
Rajasthan,Tonk,2025-11,112,874
Rajasthan,Tonk,2025-12,141,1005
Rajasthan,Udaipur,2025-01,2393,50242
Rajasthan,Udaipur,2025-02,177,1421
Rajasthan,Udaipur,2025-03,212,1854
Rajasthan,Udaipur,2025-04,191,1800
Rajasthan,Udaipur,2025-05,124,1126
Rajasthan,Udaipur,2025-06,132,882
Rajasthan,Udaipur,2025-07,119,879
Rajasthan,Udaipur,2025-08,170,1607
Rajasthan,Udaipur,2025-09,95,982
Rajasthan,Udaipur,2025-10,212,1610
Rajasthan,Udaipur,2025-11,233,1813
Rajasthan,Udaipur,2025-12,247,1985
Sikkim,East,2025-01,66,1160
Sikkim,East,2025-02,7,121
Sikkim,East,2025-03,11,159
Sikkim,East,2025-04,10,158
Sikkim,East,2025-05,17,183
Sikkim,East,2025-06,3,92
Sikkim,East,2025-07,7,66
Sikkim,East,2025-08,8,153
Sikkim,East,2025-09,19,127
Sikkim,East,2025-10,14,173
Sikkim,East,2025-11,9,150
Sikkim,East,2025-12,10,179
Sikkim,East Sikkim,2025-01,83,714
Sikkim,East Sikkim,2025-02,4,67
Sikkim,East Sikkim,2025-03,13,108
Sikkim,East Sikkim,2025-04,14,97
Sikkim,East Sikkim,2025-05,9,122
Sikkim,East Sikkim,2025-06,0,43
Sikkim,East Sikkim,2025-07,5,42
Sikkim,East Sikkim,2025-08,10,103
Sikkim,East Sikkim,2025-09,7,44
Sikkim,East Sikkim,2025-10,9,83
Sikkim,East Sikkim,2025-11,6,83
Sikkim,East Sikkim,2025-12,7,96
Sikkim,Mangan,2025-01,0,1
Sikkim,Mangan,2025-02,0,6
Sikkim,Mangan,2025-03,0,5
Sikkim,Mangan,2025-05,0,2
Sikkim,Mangan,2025-06,0,3
Sikkim,Mangan,2025-07,0,1
Sikkim,Mangan,2025-08,0,2
Sikkim,Mangan,2025-09,0,2
Sikkim,Mangan,2025-10,0,2
Sikkim,Mangan,2025-11,0,2
Sikkim,Mangan,2025-12,0,2
Sikkim,Namchi,2025-01,0,16
Sikkim,Namchi,2025-02,0,15
Sikkim,Namchi,2025-03,0,6
Sikkim,Namchi,2025-04,0,8
Sikkim,Namchi,2025-05,1,13
Sikkim,Namchi,2025-06,0,15
Sikkim,Namchi,2025-07,0,8
Sikkim,Namchi,2025-08,1,16
Sikkim,Namchi,2025-09,0,4
Sikkim,Namchi,2025-10,0,4
Sikkim,Namchi,2025-11,1,13
Sikkim,Namchi,2025-12,0,12
Sikkim,North,2025-01,2,21
Sikkim,North,2025-02,3,21
Sikkim,North,2025-03,4,31
Sikkim,North,2025-04,2,8
Sikkim,North,2025-05,2,20
Sikkim,North,2025-06,0,12
Sikkim,North,2025-07,0,1
Sikkim,North,2025-08,2,20
Sikkim,North,2025-09,0,4
Sikkim,North,2025-10,2,20
Sikkim,North,2025-11,2,14
Sikkim,North,2025-12,0,16
Sikkim,North Sikkim,2025-01,2,8
Sikkim,North Sikkim,2025-02,0,15
Sikkim,North Sikkim,2025-03,2,19
Sikkim,North Sikkim,2025-04,0,14
Sikkim,North Sikkim,2025-05,0,30
Sikkim,North Sikkim,2025-06,3,10
Sikkim,North Sikkim,2025-07,0,4
Sikkim,North Sikkim,2025-08,1,25
Sikkim,North Sikkim,2025-09,0,1
Sikkim,North Sikkim,2025-10,1,8
Sikkim,North Sikkim,2025-11,1,13
Sikkim,North Sikkim,2025-12,0,17
Sikkim,South,2025-01,21,692
Sikkim,South,2025-02,4,119
Sikkim,South,2025-03,4,70
Sikkim,South,2025-04,1,83
Sikkim,South,2025-05,5,97
Sikkim,South,2025-06,1,49
Sikkim,South,2025-07,0,19
Sikkim,South,2025-08,2,65
Sikkim,South,2025-09,4,66
Sikkim,South,2025-10,6,86
Sikkim,South,2025-11,2,83
Sikkim,South,2025-12,7,118
Sikkim,South Sikkim,2025-01,41,419
Sikkim,South Sikkim,2025-02,6,51
Sikkim,South Sikkim,2025-03,1,41
Sikkim,South Sikkim,2025-04,1,19
Sikkim,South Sikkim,2025-05,3,44
Sikkim,South Sikkim,2025-06,0,18
Sikkim,South Sikkim,2025-07,5,8
Sikkim,South Sikkim,2025-08,3,24
Sikkim,South Sikkim,2025-09,1,27
Sikkim,South Sikkim,2025-10,4,42
Sikkim,South Sikkim,2025-11,5,30
Sikkim,South Sikkim,2025-12,8,51
Sikkim,West,2025-01,42,610
Sikkim,West,2025-02,5,94
Sikkim,West,2025-03,17,109
Sikkim,West,2025-04,9,73
Sikkim,West,2025-05,4,107
Sikkim,West,2025-06,3,30
Sikkim,West,2025-07,2,24
Sikkim,West,2025-08,6,73
Sikkim,West,2025-09,5,59
Sikkim,West,2025-10,4,66
Sikkim,West,2025-11,5,71
Sikkim,West,2025-12,6,74
Sikkim,West Sikkim,2025-01,76,596
Sikkim,West Sikkim,2025-02,5,58
Sikkim,West Sikkim,2025-03,5,94
Sikkim,West Sikkim,2025-04,10,53
Sikkim,West Sikkim,2025-05,4,52
Sikkim,West Sikkim,2025-06,3,24
Sikkim,West Sikkim,2025-07,2,18
Sikkim,West Sikkim,2025-08,8,68
Sikkim,West Sikkim,2025-09,2,27
Sikkim,West Sikkim,2025-10,9,43
Sikkim,West Sikkim,2025-11,4,60
Sikkim,West Sikkim,2025-12,2,46
Tamil Nadu,Ariyalur,2025-01,543,5499
Tamil Nadu,Ariyalur,2025-02,194,436
Tamil Nadu,Ariyalur,2025-03,146,341
Tamil Nadu,Ariyalur,2025-04,179,410
Tamil Nadu,Ariyalur,2025-05,115,195
Tamil Nadu,Ariyalur,2025-06,78,184
Tamil Nadu,Ariyalur,2025-07,130,163
Tamil Nadu,Ariyalur,2025-08,103,322
Tamil Nadu,Ariyalur,2025-09,63,191
Tamil Nadu,Ariyalur,2025-10,125,321
Tamil Nadu,Ariyalur,2025-11,112,401
Tamil Nadu,Ariyalur,2025-12,130,450
Tamil Nadu,Chengalpattu,2025-01,287,2522
Tamil Nadu,Chengalpattu,2025-02,82,508
Tamil Nadu,Chengalpattu,2025-03,74,528
Tamil Nadu,Chengalpattu,2025-04,45,307
Tamil Nadu,Chengalpattu,2025-05,46,436
Tamil Nadu,Chengalpattu,2025-06,43,346
Tamil Nadu,Chengalpattu,2025-07,74,494
Tamil Nadu,Chengalpattu,2025-08,51,452
Tamil Nadu,Chengalpattu,2025-09,19,147
Tamil Nadu,Chengalpattu,2025-10,57,480
Tamil Nadu,Chengalpattu,2025-11,60,509
Tamil Nadu,Chengalpattu,2025-12,64,493
Tamil Nadu,Chennai,2025-01,2820,30383
Tamil Nadu,Chennai,2025-02,506,3040
Tamil Nadu,Chennai,2025-03,476,3027
Tamil Nadu,Chennai,2025-04,532,2879
Tamil Nadu,Chennai,2025-05,347,1904
Tamil Nadu,Chennai,2025-06,424,1935
Tamil Nadu,Chennai,2025-07,396,2335
Tamil Nadu,Chennai,2025-08,354,2805
Tamil Nadu,Chennai,2025-09,267,1553
Tamil Nadu,Chennai,2025-10,441,2899
Tamil Nadu,Chennai,2025-11,440,3081
Tamil Nadu,Chennai,2025-12,446,3566
Tamil Nadu,Coimbatore,2025-01,2044,23042
Tamil Nadu,Coimbatore,2025-02,383,2472
Tamil Nadu,Coimbatore,2025-03,335,2508
Tamil Nadu,Coimbatore,2025-04,389,2513
Tamil Nadu,Coimbatore,2025-05,243,1632
Tamil Nadu,Coimbatore,2025-06,322,1650
Tamil Nadu,Coimbatore,2025-07,325,1960
Tamil Nadu,Coimbatore,2025-08,311,2228
Tamil Nadu,Coimbatore,2025-09,204,1301
Tamil Nadu,Coimbatore,2025-10,291,2303
Tamil Nadu,Coimbatore,2025-11,352,2368
Tamil Nadu,Coimbatore,2025-12,366,2703
Tamil Nadu,Cuddalore,2025-01,1206,18799
Tamil Nadu,Cuddalore,2025-02,361,1724
Tamil Nadu,Cuddalore,2025-03,358,1501
Tamil Nadu,Cuddalore,2025-04,432,1860
Tamil Nadu,Cuddalore,2025-05,252,898
Tamil Nadu,Cuddalore,2025-06,247,916
Tamil Nadu,Cuddalore,2025-07,340,1072
Tamil Nadu,Cuddalore,2025-08,307,1476
Tamil Nadu,Cuddalore,2025-09,180,891
Tamil Nadu,Cuddalore,2025-10,334,1431
Tamil Nadu,Cuddalore,2025-11,309,1580
Tamil Nadu,Cuddalore,2025-12,405,1966
Tamil Nadu,Dharmapuri,2025-01,833,8766
Tamil Nadu,Dharmapuri,2025-02,252,902
Tamil Nadu,Dharmapuri,2025-03,199,719
Tamil Nadu,Dharmapuri,2025-04,251,922
Tamil Nadu,Dharmapuri,2025-05,161,545
Tamil Nadu,Dharmapuri,2025-06,224,560
Tamil Nadu,Dharmapuri,2025-07,173,457
Tamil Nadu,Dharmapuri,2025-08,167,721
Tamil Nadu,Dharmapuri,2025-09,69,418
Tamil Nadu,Dharmapuri,2025-10,191,814
Tamil Nadu,Dharmapuri,2025-11,186,821
Tamil Nadu,Dharmapuri,2025-12,236,1027
Tamil Nadu,Dindigul,2025-01,1081,10971
Tamil Nadu,Dindigul,2025-02,226,931
Tamil Nadu,Dindigul,2025-03,215,968
Tamil Nadu,Dindigul,2025-04,336,1243
Tamil Nadu,Dindigul,2025-05,177,732
Tamil Nadu,Dindigul,2025-06,239,709
Tamil Nadu,Dindigul,2025-07,214,807
Tamil Nadu,Dindigul,2025-08,246,1227
Tamil Nadu,Dindigul,2025-09,126,575
Tamil Nadu,Dindigul,2025-10,205,999
Tamil Nadu,Dindigul,2025-11,201,1135
Tamil Nadu,Dindigul,2025-12,223,1353
Tamil Nadu,Erode,2025-01,1032,13643
Tamil Nadu,Erode,2025-02,224,1424
Tamil Nadu,Erode,2025-03,233,1476
Tamil Nadu,Erode,2025-04,283,1451
Tamil Nadu,Erode,2025-05,160,1027
Tamil Nadu,Erode,2025-06,197,994
